PatientID,Diagnosis,BreedID,Breed,Age,Sex,Neutered,WeightChange,Weight,Hospitalised,HeartRate,Temperature,Vomiting,Diarrhoea,Hepatomegaly,ThinDrySkin,Alopecia,Pruritus,MuscleWastageWeakness,Lethargy,Panting,Neurological,Polydipsia,Polyuria,IncreasedALKP,IncreasedATL/GGT/AST,LowUSG,Proteinuria,Hypertensive,LowBloodSugar,Hypothyroid,CruciateSurgery
587,0,14593,Poodle,14,M,True,False,9.25,False,,,False,False,False,False,False,False,False,False,False,True,False,False,,,False,True,False,False,False,False
588,0,14962,Border Terrier,12,F,True,False,11.65,False,,,False,False,False,False,False,False,False,False,False,False,True,True,,,False,True,False,False,False,False
589,0,15086,West Highland White Terrier,8,F,True,False,9.4,False,,,False,False,False,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,False,False
590,0,15086,West Highland White Terrier,11,F,True,False,8.2,False,,,False,False,True,True,False,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False
591,0,14846,Cocker Spaniel,11,M,True,False,26.8,False,100.0,38.3,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,False
592,0,15085,Welsh Terrier,7,M,True,False,51.5,False,,,False,False,False,False,False,False,False,False,False,False,True,False,True,,,,False,False,False,False
593,0,15087,Yorkshire Terrier,13,F,True,False,2.7,False,148.0,38.6,True,True,False,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False
594,0,15087,Yorkshire Terrier,7,M,True,Weight gain,,False,120.0,,False,False,False,True,True,False,False,False,False,False,False,False,,,,,False,False,True,False
595,0,15086,West Highland Terrier,15,F,True,False,,False,160.0,38.8,False,False,False,False,False,False,False,True,False,False,True,True,,,,False,False,False,False,False
596,0,15076,Staffordshire Bull Terrier,11,F,True,False,,True,100.0,39.6,True,True,True,False,False,False,True,True,True,False,False,False,,,,,False,False,False,False
597,0,99999,Crossbreed,13,F,True,False,,False,,,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,False,False,False,False
598,0,14883,Springer Spaniel,14,F,True,False,,False,80.0,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,False,False,False,False
599,0,14993,Cairn Terrier,10,F,True,False,13.2,False,,,False,False,False,False,False,False,False,True,False,False,True,True,True,False,,True,False,False,False,False
600,0,15086,West Highland White Terrier,8,F,True,Weight loss,8.3,True,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,,,False,False,False,False
601,0,14634,Rhodesian Ridgeback,11,M,True,False,50.3,True,120.0,38.0,True,True,False,False,False,False,False,False,False,False,True,False,False,False,,,False,False,False,False
602,0,15009,Jack Russell Terrier,14,M,False,False,10.5,False,,,False,False,False,False,False,False,False,False,False,True,True,True,True,True,,,False,False,False,False
603,0,14047,Italian Greyhound,11,F,True,False,7.0,True,,,True,False,False,False,False,False,False,False,False,False,True,True,,,,,False,False,False,False
604,0,15009,Jack Russell Terrier,13,M,False,False,10.6,False,,,False,False,False,False,False,False,False,False,False,False,True,True,False,,True,,False,False,False,False
605,0,15087,Yorkshire Terrier,14,M,False,False,2.84,False,,,False,False,False,False,True,False,False,False,False,False,False,False,,,True,True,False,False,True,False
606,0,19049,Schnauzer,10,M,False,False,33.1,False,,,False,False,False,False,True,False,False,False,False,False,False,False,,,,,False,False,False,False
607,0,99999,Crossbreed,9,F,True,Weight loss,25.85,False,,,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
608,0,13714,Bichon Frise,13,M,True,False,7.0,False,,,False,False,False,True,False,True,False,False,False,False,False,False,,,,,False,True,False,False
609,0,14275,Siberian Husky,4,M,True,False,32.0,False,,,False,False,False,False,False,False,False,False,False,False,False,False,,,,,False,True,False,False
610,0,99999,Crossbreed,8,M,True,False,,False,,,False,False,False,False,False,False,False,False,False,False,True,True,True,,True,,False,False,False,False
611,0,15076,Staffordshire Bull Terrier,10,M,True,No change,24.9,False,,,False,False,False,False,False,False,False,False,False,False,False,True,,,True,False,False,False,False,False
612,0,99999,Crossbreed,12,F,True,False,11.6,False,,38.5,True,True,True,False,False,False,True,False,False,False,False,False,True,True,,,False,False,False,False
613,0,18063,Crossbreed,8,F,True,False,21.1,False,,39.2,True,True,False,True,False,False,False,True,True,False,True,True,True,True,True,True,False,False,False,False
614,0,14631,Labrador Retriever,11,F,False,False,33.2,False,,,False,True,False,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False
615,0,15086,West Highland Terrier,11,F,True,False,,True,,,False,False,True,False,False,False,False,False,False,False,False,False,True,,,,False,False,False,False
616,0,15009,Jack Russell Terrier,12,F,True,False,9.8,False,,,False,False,False,False,False,False,False,False,False,False,True,True,True,True,,,False,False,False,False
617,0,15087,Yorkshire Terrier,5,M,True,False,6.6,False,,38.4,True,True,False,False,False,False,False,True,False,False,False,False,,,,,False,False,False,False
618,0,15009,Jack Russell Terrier,10,M,True,False,13.2,False,,,False,False,False,False,False,False,False,False,False,False,True,True,,,,,False,False,False,False
619,0,14846,Cocker Spaniel,6,F,True,False,11.0,False,,,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False
620,0,15086,West Highland White Terrier,13,M,True,False,11.0,False,,38.7,False,False,False,True,False,False,False,False,False,False,False,False,,,,,False,False,False,False
621,0,15076,Staffordshire Bull Terrier,14,M,True,Weight loss,19.6,False,112.0,,True,True,True,False,False,False,True,False,False,False,False,False,True,True,,,False,False,False,False
622,0,14796,German Shepherd,6,M,True,False,54.4,False,,,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False
623,0,14672,Schnauzer,9,M,False,Weight loss,8.85,True,,,False,False,False,False,False,False,False,False,False,True,False,False,True,True,,,False,False,False,False
624,0,14672,Schnauzer,11,M,True,False,11.2,False,,,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False
625,0,99999,Crossbreed,9,M,True,Weight loss,,False,140.0,38.4,False,False,False,False,False,False,True,False,False,False,True,True,,,True,True,False,False,False,False
626,0,15087,Yorkshire Terrier,17,F,True,False,3.99,False,,,False,False,False,True,True,False,False,False,False,False,False,False,,,,,False,False,False,False
627,0,99999,Crossbreed,10,M,True,False,22.9,True,,,False,False,False,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False
628,0,14846,Cocker Spaniel,10,M,True,Weight gain,15.8,True,120.0,39.2,False,False,False,False,False,False,False,True,False,False,True,True,True,False,True,False,False,False,False,True
629,0,14040,Greyhound,4,M,True,False,35.5,False,100.0,,False,False,False,False,False,False,False,False,False,False,True,True,,,False,False,False,False,False,False
630,0,15049,Scottish Terrier,12,F,True,False,12.3,False,100.0,,False,False,True,False,False,False,False,True,False,False,False,False,True,True,,,False,False,False,False
631,0,13714,Bichon Frise,11,M,True,Weight loss,10.1,False,,,False,False,True,False,True,False,False,False,False,False,True,True,,,,,False,False,False,False
632,0,13683,Beagle,3,M,True,False,21.3,False,,38.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
633,0,15009,Jack Russell Terrier,13,F,True,False,7.15,True,,,False,False,False,False,False,False,False,False,True,False,False,True,True,True,,,False,False,False,False
634,0,15076,Staffordshire Bull Terrier,13,M,False,False,21.1,False,100.0,38.1,False,False,False,False,False,False,True,False,True,False,False,False,,,,,False,False,False,False
635,0,15009,Jack Russell Terrier,10,M,True,False,7.2,True,,38.6,True,False,False,False,False,False,True,True,False,False,False,False,,,,,False,False,False,False
636,0,14844,Cavalier King Charles Spaniel,10,F,True,Weight gain,14.2,False,,,False,False,False,True,True,False,False,False,False,False,False,False,,,,,False,False,False,False
637,0,14591,Pomeranian,14,M,True,No change,6.95,False,140.0,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
638,0,14591,Pomeranian,9,M,True,False,3.9,False,,,False,False,False,False,True,False,False,False,False,True,False,False,False,False,,,False,False,False,False
639,0,99999,Crossbreed,14,F,True,Weight loss,,False,120.0,38.2,True,True,False,False,False,False,False,False,False,False,True,True,,,,,False,False,False,False
640,0,-271,Crossbreed,2,F,True,Weight gain,20.8,False,,,False,False,False,False,False,False,False,True,False,False,False,False,,,,,False,False,False,False
641,0,14880,King Charles Spaniel,9,M,True,False,14.3,False,132.0,,False,False,False,True,True,False,False,False,False,False,True,False,,,,,True,False,False,False
642,0,-1001,Maltese Terrier,8,M,True,False,5.6,True,,39.0,False,False,False,False,False,False,False,True,True,False,True,True,,,False,False,False,False,False,False
643,0,14833,Shih Tzu,15,F,True,False,10.9,False,,,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False
644,0,14999,Fox Terrier,10,M,False,False,11.4,False,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,,,False,False,False,False
645,0,15086,West Highland White Terrier,14,F,True,Weight loss,8.4,False,,,False,False,False,False,False,False,False,False,False,False,True,False,,,,,False,False,False,False
646,0,14631,Labrador Retriever,13,M,False,False,28.2,False,,,False,False,False,False,False,False,False,False,False,False,False,True,True,True,,,False,False,False,False
647,0,15086,West Highland White Terrier,10,F,True,False,9.8,False,,,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,False,False,False,False
648,0,99999,Crossbreed,13,M,True,Weight gain,9.6,False,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,,True,False,False,False,False
649,0,14880,King Charles Spaniel,8,M,False,False,15.5,False,,,False,False,False,True,False,True,False,False,True,False,False,False,,,False,True,False,False,False,False
650,0,14595,Poodle,10,F,True,No change,6.2,False,,,False,False,True,False,True,False,False,False,False,False,False,False,False,,,,False,False,False,False
651,0,14884,Springer Spaniel,7,M,True,False,26.8,False,70.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False
652,0,99999,Crossbreed,8,M,True,False,11.85,False,,8.2,False,False,False,False,False,True,False,False,False,False,False,False,True,True,,,False,False,False,False
653,0,15086,West Highland White Terrier,13,F,True,False,6.2,False,100.0,37.9,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,False,False,False,False
654,0,15086,West Highland White Terrier,14,F,True,Weight gain,9.9,False,,,False,False,False,True,False,False,False,False,False,False,True,True,True,False,,,False,False,False,False
655,0,15086,West Highland White Terrier,12,F,True,False,8.2,False,,,False,False,False,False,False,False,False,False,False,False,False,False,True,,False,True,False,False,False,False
656,0,14962,Border Terrier,10,F,False,False,10.0,False,,,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False
657,0,14672,Schnauzer,8,M,True,False,10.9,False,96.0,38.6,False,False,False,False,False,False,False,False,False,False,True,True,True,True,,,False,False,False,False
658,0,13714,Bichon Frise,10,F,True,Weight gain,11.2,False,,36.6,False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,,False,False,False,False
659,0,15009,Jack Russell Terrier,12,F,False,False,13.6,False,118.0,,False,False,True,False,False,False,False,False,False,False,True,False,True,True,,,False,False,False,False
660,0,14672,Schnauzer,9,M,False,False,8.95,False,,,False,True,False,False,True,False,False,False,False,False,False,False,True,True,,,False,False,False,False
661,0,15009,Jack Russell Terrier,14,F,True,Weight loss,5.4,False,,,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,,False,False,False,False
662,0,19077,Dogue de Bordeaux,4,F,True,Weight loss,52.1,False,,,False,False,False,False,True,False,True,True,False,False,False,False,,,,,False,False,False,False
663,0,99999,Crossbreed,8,M,True,False,9.6,False,,,False,False,False,False,False,False,False,False,False,False,True,False,,,False,False,False,False,False,False
664,0,14833,Shih Tzu,9,F,False,False,5.33,False,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,,,False,False,False,False
665,0,14884,Springer Spaniel,9,M,True,False,27.75,True,120.0,38.7,False,True,False,False,False,False,False,False,False,True,True,True,,,True,False,False,False,False,False
666,0,15076,Staffordshire Bull Terrier,15,F,True,False,20.3,False,92.0,,False,False,False,False,False,False,False,True,True,False,True,True,True,True,,True,False,False,False,False
667,0,14999,Fox Terrier,11,M,True,False,17.5,True,128.0,,False,False,True,False,False,False,False,True,False,False,True,True,,,,,False,False,False,False
668,0,15087,Yorkshire Terrier,16,M,True,False,1.5,False,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,,,False,False,False,False
669,0,99999,Crossbreed,13,M,True,False,26.85,False,120.0,38.6,False,False,True,False,False,False,False,False,True,False,False,False,,,,,False,False,True,False
670,0,14844,Cavalier King Charles Spaniel,7,F,True,False,14.65,False,,,False,False,False,False,False,False,False,False,False,False,True,False,,,,,False,False,False,False
671,0,99999,Crossbreed,4,F,True,False,10.2,False,,,False,False,False,False,True,False,False,False,False,False,False,False,,,,,False,False,False,False
672,0,99999,Crossbreed,10,M,False,Weight gain,21.35,False,,,False,False,False,False,False,False,False,False,True,False,True,True,True,False,,,False,False,False,False
673,0,14631,Labrador Retriever,10,M,False,False,47.8,False,130.0,38.6,False,False,False,False,False,False,False,False,True,False,False,False,True,False,,,False,False,False,False
674,0,14844,Cavalier King Charles Spaniel,10,F,True,False,12.4,False,145.0,,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False
675,0,14672,Schnauzer,9,M,True,False,,True,100.0,38.4,False,False,False,False,False,False,False,False,False,False,False,False,,,,,False,True,False,False
676,0,15076,Staffordshire Bull Terrier,4,F,True,False,21.3,False,,37.8,False,False,True,True,False,True,False,True,True,False,False,False,,,,,False,False,False,False
677,0,15087,Yorkshire Terrier,11,M,True,False,6.7,False,140.0,39.2,True,False,False,False,False,False,False,False,True,False,False,False,True,,,,False,True,False,False
678,0,15009,Jack Russell Terrier,10,M,True,False,9.55,False,120.0,,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False
679,0,99999,Crossbreed,9,F,True,False,8.2,False,,,False,False,True,True,True,False,False,False,False,False,True,True,True,True,True,,False,False,False,False
680,0,15075,Wheaten Terrier,10,M,True,False,23.85,False,88.0,38.2,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False
681,0,99999,Crossbreed,14,F,True,Weight gain,,False,,38.0,False,False,True,False,False,False,False,False,False,False,True,True,True,,,,False,False,False,False
682,0,99999,Crossbreed,6,M,True,False,14.2,False,,,False,True,False,False,False,False,False,True,False,True,True,True,True,,,,False,False,False,False
683,0,14729,Collie,8,F,False,Weight gain,,False,,,False,False,True,False,True,False,False,False,True,False,True,True,False,False,,,False,False,False,False
684,0,14672,Schnauzer,10,M,True,False,10.3,False,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False
685,0,14631,Labrador Retriever,8,F,True,False,37.9,False,80.0,39.3,False,False,False,False,False,True,False,True,True,False,True,False,True,True,,,False,False,False,False
686,0,14631,Labrador Retriever,10,M,True,False,42.2,True,,,False,False,False,False,True,False,False,True,True,False,False,False,,,True,,False,False,False,False
687,0,14631,Labrador Retriever,8,F,True,False,40.0,True,120.0,39.0,False,False,False,False,False,False,False,True,True,False,True,True,False,False,,,False,False,False,False
688,0,99999,Crossbreed,9,F,True,No change,20.4,False,,,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False
689,0,99999,Crossbreed,8,M,False,Weight loss,28.8,False,120.0,38.1,False,False,True,True,True,True,False,True,False,False,True,True,,,False,False,False,False,False,False
690,0,-164,Hungarian Vizsla,14,M,False,Weight loss,20.25,False,112.0,,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False
691,0,14846,Cocker Spaniel,10,F,True,False,10.5,False,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False
692,0,15076,Staffordshire Bull Terrier,13,F,True,Weight gain,16.0,False,,,False,False,False,False,True,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False
693,0,99999,Crossbreed,11,F,True,False,30.9,False,,,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False
694,0,19077,Dogue de Bordeaux,6,F,True,Weight loss,64.6,True,,,False,False,False,False,True,False,False,False,False,False,False,False,,,,,False,False,False,False
695,0,15076,Staffordshire Bull Terrier,9,F,True,Weight gain,12.2,False,120.0,,False,False,False,True,True,False,False,False,False,False,True,False,True,True,True,True,False,False,False,False
696,0,14672,Schnauzer,12,M,True,False,10.9,False,,,False,False,True,False,False,True,False,True,False,False,False,False,True,True,,,True,False,False,False
697,0,15086,West Highland White Terrier,12,M,False,No change,12.4,False,,,False,False,True,True,False,False,False,False,False,False,True,True,True,,False,False,False,False,False,False
698,0,13714,Bichon Frise,8,M,True,False,9.55,False,,,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False
699,0,14646,Saluki,1,F,True,False,26.2,False,,,False,False,False,True,True,False,False,True,False,False,False,False,False,False,,,False,False,False,False
700,0,99999,Crossbreed,5,F,True,False,25.5,False,92.0,39.2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,False,False,False,False
701,0,14609,Golden Retriever,11,F,True,False,43.0,False,,,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False
702,0,13714,Bichon Frise,10,F,False,No change,8.05,False,,,False,False,False,False,False,False,False,False,False,False,True,False,,,,,False,False,False,False
703,0,13683,Beagle,11,F,True,False,13.2,False,120.0,,True,True,True,False,False,False,False,False,False,True,False,False,True,False,,,False,False,False,False
704,0,99999,Crossbreed,6,M,True,False,,False,,,False,False,False,False,False,False,False,False,True,False,False,False,True,False,,,False,False,False,False
705,0,15076,Staffordshire Bull Terrier,5,F,False,False,17.1,True,,38.0,False,False,False,True,False,False,False,False,False,False,True,True,,True,,,False,False,False,False
706,0,15086,West Highland White Terrier,12,M,False,False,11.15,False,140.0,38.6,False,False,False,True,True,True,False,False,True,True,False,False,True,False,,,False,False,False,False
707,0,15009,Jack Russell Terrier,0,F,False,False,4.05,False,,40.5,False,False,False,False,False,False,False,False,False,True,False,False,True,,,,False,False,False,False
708,0,15086,West Highland Terrier,7,F,True,False,,False,80.0,38.8,True,True,False,False,False,False,False,True,False,False,False,False,,,,,False,False,False,False
709,0,13962,Dalmatian,14,M,True,False,37.0,False,,,False,False,False,False,False,False,False,False,False,True,False,False,True,True,,,False,False,False,False
710,0,14250,Siberian Husky,6,F,False,False,26.0,False,,,False,False,False,False,False,False,False,False,False,True,False,False,True,False,,,False,False,False,False
711,0,13714,Bichon Frise,11,F,True,False,,False,,,False,False,False,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False
712,0,15009,Jack Russell Terrier,7,F,False,Weight loss,4.24,True,,,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,True,False,False
713,0,14672,Schnauzer,8,M,True,False,12.65,False,120.0,38.2,False,False,False,False,False,False,False,False,False,False,False,False,True,True,,,False,False,False,False
714,0,15085,Welsh Terrier,15,M,True,False,13.6,False,,,False,False,False,False,False,False,False,True,False,False,False,False,True,True,,,False,False,False,False
715,0,14366,Crossbreed,12,M,True,False,32.6,True,,38.7,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,False,False,False,False
716,0,13956,Dachshund,9,M,False,False,6.4,True,,,False,False,False,True,True,True,False,False,False,False,False,False,,,False,False,False,False,False,False
717,0,18063,Crossbreed,4,F,True,False,33.0,False,,,False,False,False,True,False,False,False,False,False,False,False,False,,,,,False,False,False,False
718,0,,Dachshund,15,M,False,Weight loss,4.4,True,104.0,,False,False,False,False,True,False,False,False,False,False,False,False,True,True,,,False,False,False,False
719,0,99999,Crossbreed,15,F,True,Weight loss,15.75,False,120.0,38.9,False,False,False,False,False,False,False,False,True,False,False,False,True,True,,,False,False,False,False
720,0,-412,Irish Setter,7,F,True,False,30.3,False,,,False,False,False,False,False,False,False,False,False,False,True,True,,,True,,False,False,False,False
721,0,99999,Crossbreed,9,M,False,False,33.9,False,,,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
722,0,14844,Cavalier King Charles Spaniel,9,M,True,Weight loss,,True,,,False,False,True,True,False,True,False,False,False,False,True,False,,,,,False,False,False,False
723,0,14846,Cocker Spaniel,12,F,False,False,14.5,False,,38.5,False,False,False,False,False,False,False,False,False,False,False,False,,,,,False,False,True,False
724,0,99999,Crossbreed,10,F,False,Weight gain,14.8,False,,37.6,True,False,False,False,False,True,False,False,True,False,True,False,,,False,True,False,False,False,False
725,0,99999,Crossbreed,3,M,True,False,10.0,False,,,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,False,False,False,False
726,0,14631,Labrador Retriever,7,M,True,False,41.8,False,,38.3,False,True,False,True,False,False,False,False,False,False,True,False,,,,,False,False,False,False
727,0,14962,Border Terrier,9,F,True,False,8.25,False,160.0,40.4,True,False,False,True,False,True,False,False,True,False,False,False,False,False,,,False,False,False,False
728,0,14599,Pug,6,M,False,False,7.6,True,,,False,False,False,True,True,True,False,False,False,False,False,False,,,,,False,False,False,False
729,0,15009,Jack Russell Terrier,9,M,True,False,7.65,False,104.0,38.9,True,True,False,False,False,False,False,True,False,False,False,False,False,False,,,False,False,False,False
730,0,15083,Tibetan Terrier,8,F,True,False,12.2,False,,,True,False,False,False,False,False,False,False,False,False,False,False,True,True,,,False,False,False,False
731,0,14631,Labrador Retriever,3,F,True,False,37.5,False,,,False,False,False,True,True,True,False,False,False,False,False,False,,,,,False,False,True,False
732,0,14631,Labrador Retriever,10,F,True,Weight loss,27.3,False,104.0,38.6,False,False,False,False,False,False,True,False,True,False,False,False,,,False,False,False,False,False,False
733,0,99999,Crossbreed,14,F,True,False,18.2,True,,,False,False,True,True,False,False,False,False,True,False,True,True,,,False,False,False,False,False,False
734,0,-161,Griffon Bruxellois,13,M,True,False,5.6,False,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,,,False,False,False,False
735,0,14993,Cairn Terrier,10,M,False,False,13.5,False,90.0,,False,False,True,True,True,False,False,False,False,False,False,False,,,,,False,False,False,False
736,0,15083,Tibetan Terrier,12,F,True,False,14.2,False,,38.0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,,True,False,False,False,False
737,0,13847,Chihuahua,2,M,True,False,3.7,True,60.0,39.1,False,False,False,False,False,False,False,True,False,False,False,False,,,,,False,False,False,False
738,0,,Crossbreed,6,M,True,No change,10.8,False,,,False,False,False,False,False,False,False,False,False,False,True,True,,,,,False,False,False,False
739,0,14844,Cavalier King Charles Spaniel,7,M,True,No change,,False,,,False,False,False,True,True,False,True,False,False,False,True,True,,,,,False,False,False,False
740,0,14275,Siberian Husky,10,M,False,Weight loss,34.3,False,98.0,,False,False,False,True,True,False,False,False,True,False,True,False,True,False,,,False,False,False,False
741,0,99999,Crossbreed,8,F,True,False,10.6,False,,,False,False,False,False,False,True,False,False,False,False,True,True,,,True,True,False,False,False,False
742,0,15087,Yorkshire Terrier,11,M,True,Weight gain,11.2,False,,,False,False,False,False,False,False,False,False,False,False,True,True,,,,,False,False,False,False
743,0,14672,Schnauzer,11,F,True,False,9.2,False,,,False,False,True,True,False,False,False,True,False,False,True,True,True,True,,True,False,False,False,False
744,0,99999,Crossbreed,8,F,True,False,7.9,False,,,False,False,False,False,False,False,True,True,False,False,False,False,True,True,,,False,False,False,False
745,0,18063,Crossbreed,7,M,True,False,22.05,False,,,False,False,False,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False
746,0,14631,Labrador Retriever,10,F,True,Weight loss,27.5,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
747,0,15086,West Highland White Terrier,12,M,False,False,12.1,True,,,False,False,False,False,False,False,False,False,False,False,False,False,,,,,True,False,False,False
748,0,14672,Schnauzer,9,F,True,False,8.8,False,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,,,False,False,False,False
749,0,99999,Crossbreed,5,M,True,False,27.6,False,,,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,,False,False,True,False
750,0,14609,Golden Retriever,2,F,True,Weight gain,30.1,False,80.0,37.9,False,False,False,True,False,False,False,True,True,False,False,True,,True,False,True,False,False,True,False
751,0,14957,Bedlington Terrier,8,F,True,False,8.3,False,90.0,38.0,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False
752,0,99999,Crossbreed,12,F,False,False,10.43,False,,38.4,False,True,True,False,False,False,True,False,False,False,True,False,True,False,,,False,False,False,False
753,0,15087,Yorkshire Terrier,12,M,False,False,4.53,False,,,False,False,True,False,True,False,False,False,False,False,True,True,,,,,True,False,False,False
754,0,15085,Welsh Terrier,12,F,True,False,8.65,False,,,False,False,False,False,False,False,False,True,False,False,False,False,True,True,,,False,False,False,False
755,0,13883,Collie,9,F,True,Weight loss,,False,160.0,38.4,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,,False,False,False,False
756,0,14846,Cocker Spaniel,7,F,False,False,12.3,False,,38.5,True,False,False,False,False,False,False,False,False,False,False,True,True,,False,False,False,False,False,False
757,0,15076,Staffordshire Bull Terrier,10,F,False,False,17.6,False,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False
758,0,99999,Crossbreed,14,F,True,No change,,False,126.0,,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False
759,0,15086,West Highland White Terrier,9,M,True,False,9.05,False,120.0,,False,False,True,False,False,False,False,False,True,False,True,True,True,,,,False,False,False,False
760,0,14957,Bedlington Terrier,13,F,False,False,10.1,False,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False
761,0,15049,Scottish Terrier,10,F,True,False,10.0,False,,,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False
762,0,14634,Rhodesian Ridgeback,10,M,True,Weight loss,45.3,True,72.0,38.8,False,False,False,False,True,False,False,False,True,False,False,False,,,,,False,False,False,False
763,0,99999,Crossbreed,2,F,True,False,6.7,False,,,False,False,True,True,True,False,False,False,True,False,False,False,,,,,False,False,False,False
764,0,14672,Schnauzer,10,F,True,False,11.85,False,150.0,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,,,False,False,False,False
765,0,14887,Tibetan Spaniel,9,F,True,False,14.4,False,100.0,,False,False,True,True,True,False,False,False,False,False,False,False,True,True,,,False,False,False,False
766,0,14962,Border Terrier,10,M,True,False,,False,96.0,38.4,False,False,True,False,False,False,False,False,False,False,False,False,,,,True,False,False,False,False
767,0,13683,Beagle,10,F,True,False,17.7,False,104.0,35.9,True,True,False,False,True,False,False,True,False,False,False,False,,,,,False,False,False,False
768,0,99999,Crossbreed,4,M,True,False,18.95,False,,,False,False,False,False,False,False,False,False,False,False,True,True,,,,,False,True,False,False
769,0,14846,Cocker Spaniel,9,M,True,False,18.6,False,,,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,,False,False,False,False
770,0,14631,Labrador Retriever,7,F,True,False,34.8,False,100.0,38.2,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False
771,0,99999,Crossbreed,5,M,False,False,11.0,False,120.0,39.6,True,True,True,True,False,True,False,False,False,False,False,False,,,,,False,False,False,False
772,0,13724,Boxer,10,M,True,False,28.2,False,,,False,False,False,False,False,False,False,False,False,False,False,True,,,False,False,False,False,False,False
773,0,14366,Crossbreed,3,F,True,False,39.9,False,,,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
774,0,14040,Greyhound,7,F,False,False,27.9,False,,38.8,False,True,False,False,False,False,False,False,True,False,True,False,,,,,False,False,False,False
775,0,14275,Siberian Husky,9,M,True,False,35.2,False,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,,,False,False,False,True
776,0,15076,Staffordshire Bull Terrier,8,F,True,False,21.25,False,,,False,False,False,True,True,False,False,False,False,False,False,False,True,True,,,False,False,False,False
777,0,15122,Weimeraner,11,M,True,False,34.8,False,120.0,,False,False,False,False,False,False,False,False,False,False,True,True,,,True,False,False,False,False,False
