PatientID,Diagnosis,BreedID,Breed,Age,Sex,Neutered,WeightChange,Weight,Hospitalised,HeartRate,Temperature,Vomiting,Diarrhoea,Hepatomegaly,ThinDrySkin,Alopecia,Pruritus,MuscleWastageWeakness,Lethargy,Panting,Neurological,Polydipsia,Polyuria,IncreasedALKP,IncreasedATL/GGT/AST,LowUSG,Proteinuria,Hypertensive,LowBloodSugar,Hypothyroid,CruciateSurgery
286,1,14631,Labrador Retriever,5,M,True,False,34.2,False,88.0,37.9,True,True,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False
287,1,15049,Scottish Terrier,12,F,True,False,8.55,False,120.0,38.5,True,True,False,False,False,False,False,False,False,False,True,False,True,,,,False,False,False,False
288,1,15087,Yorkshire Terrier,11,M,False,No change,,False,140.0,38.2,False,False,True,True,True,False,False,False,False,False,False,False,,,,,False,False,False,False
289,1,14833,Shih Tzu,12,M,True,False,9.2,False,98.0,38.7,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False
290,1,15087,Yorkshire Terrier,7,F,True,False,3.8,False,,,False,False,False,True,False,False,False,False,False,False,False,False,True,False,,,False,False,False,False
291,1,14363,Lhasa Apso,10,M,True,False,14.95,True,124.0,38.5,False,False,True,False,False,False,False,True,True,False,True,True,,,,,False,False,False,False
292,1,13883,Collie,4,F,True,False,,False,,38.8,False,True,False,False,False,False,False,True,False,False,True,False,,,,,False,False,False,False
293,1,15087,Yorkshire Terrier,12,F,False,False,7.0,False,,,False,False,True,False,True,False,False,False,False,False,True,True,True,,,,False,False,False,False
294,1,13724,Boxer,10,M,False,False,37.6,False,,,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False
295,1,14591,Pomeranian,10,M,True,False,,True,120.0,,False,False,False,True,True,False,True,False,False,False,False,False,True,,,,False,False,False,False
296,1,13714,Bichon Frise,12,M,True,False,6.4,False,,,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False
297,1,14844,Cavalier King Charles Spaniel,8,M,True,No change,,False,88.0,,False,True,True,True,True,False,False,False,False,False,True,False,,,,,False,False,False,False
298,1,13714,Bichon Frise,10,M,True,Weight gain,12.0,False,,,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
299,1,-412,Irish Setter,12,F,True,False,33.9,True,132.0,38.9,False,False,False,False,False,False,True,False,True,False,True,True,True,,True,True,False,False,False,False
300,1,15076,Staffordshire Bull Terrier,13,F,False,False,20.4,False,,,False,False,True,True,True,False,False,True,True,False,True,True,True,False,,,False,False,False,False
301,1,13714,Bichon Frise,10,F,True,False,8.6,True,,39.0,False,False,False,False,False,False,False,False,True,False,False,False,True,True,,,False,False,False,False
302,1,14796,German Shepherd,9,F,True,False,47.7,False,,,False,False,False,True,True,False,False,False,False,False,True,True,,True,,,False,False,False,False
303,1,14591,Pomeranian,11,M,True,False,5.8,False,100.0,38.6,False,False,False,False,False,False,False,False,False,True,False,False,True,True,,,False,False,False,False
304,1,99999,Crossbreed,9,M,True,Weight loss,,False,100.0,38.1,False,False,False,False,False,False,False,False,False,False,True,False,,,,,False,False,False,False
305,1,13956,Dachshund,11,M,False,False,9.2,False,,,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False
306,1,15076,Staffordshire Bull Terrier,9,M,True,Weight loss,,False,80.0,,False,False,False,True,False,False,True,False,True,False,True,True,,,,,False,False,False,False
307,1,14884,Springer Spaniel,12,F,True,False,20.9,False,,,True,False,False,False,False,False,True,True,False,False,True,True,,,True,False,False,False,False,False
308,1,15009,Jack Russell Terrier,12,F,False,False,6.5,False,112.0,38.4,False,False,True,False,True,False,False,True,False,False,True,True,True,True,False,True,False,False,False,False
309,1,15076,Staffordshire Bull Terrier,12,M,True,False,32.6,False,100.0,38.6,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False
310,1,99999,Crossbreed,8,M,False,False,12.0,False,,,False,False,False,False,False,False,False,False,False,False,True,True,,,True,True,False,False,False,False
311,1,14366,Crossbreed,8,M,True,False,31.8,False,,,False,False,False,False,False,False,False,False,False,False,True,True,,,True,True,False,False,False,False
312,1,14962,Border Terrier,11,F,True,False,12.4,True,,,False,False,False,False,False,False,False,False,False,False,True,False,,,True,True,False,False,False,False
313,1,14631,Labrador Retriever,9,F,True,False,32.5,False,88.0,39.0,False,False,False,False,False,False,False,False,False,False,True,False,,,True,True,False,False,False,False
314,1,99999,Crossbreed,11,M,True,False,17.4,False,,,False,False,True,True,True,False,True,False,False,False,True,True,True,True,,,False,False,False,False
315,1,13883,Collie,9,F,True,False,30.2,True,,,False,False,True,True,True,False,False,False,False,False,False,False,,,,,False,False,False,False
316,1,14993,Cairn Terrier,8,M,True,False,15.75,False,,,True,False,False,False,False,False,False,False,False,False,True,True,True,True,,,False,False,False,False
317,1,14833,Shih Tzu,10,F,True,False,9.5,False,,,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False
318,1,99999,Crossbreed,12,M,False,Weight gain,30.0,False,,,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,,False,False,False,False
319,1,15086,West Highland White Terrier,9,F,True,False,9.5,False,,,False,False,False,False,False,False,False,True,False,False,True,True,True,,True,True,False,False,False,False
320,1,13768,French Bulldog,6,M,False,False,16.4,False,,,False,False,False,False,True,False,False,False,False,False,False,False,,,,,False,False,False,False
321,1,99999,Crossbreed,10,M,True,False,19.7,False,,,False,False,False,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False
322,1,14962,Border Terrier,5,F,True,Weight gain,13.8,False,,,False,False,True,False,True,False,False,False,False,False,True,True,,,,,False,False,True,False
323,1,99999,Crossbreed,15,F,True,False,14.45,False,,,False,False,True,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False
324,1,19067,Plummer Terrier,8,F,False,False,8.0,False,,,False,False,True,True,False,False,False,True,False,False,True,True,,,,,False,False,False,False
325,1,13714,Bichon Frise,11,M,True,Weight loss,,False,,,False,False,True,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False
326,1,14833,Shih Tzu,13,M,True,False,10.25,False,120.0,,False,False,False,False,False,False,False,False,True,False,True,True,True,True,,,False,False,False,False
327,1,14962,Border Terrier,11,F,True,No change,8.1,False,116.0,39.6,False,False,True,False,False,False,False,False,True,False,False,False,True,,,,False,False,False,False
328,1,15009,Jack Russell Terrier,12,F,True,False,8.5,False,120.0,38.8,False,False,True,False,False,False,False,False,True,False,True,True,True,True,False,True,False,False,False,False
329,1,99999,Crossbreed,12,F,True,False,32.35,False,,,False,False,True,True,False,True,False,True,False,False,False,False,,,,,False,False,False,False
330,1,-1001,Maltese Terrier,10,M,True,False,11.1,False,120.0,,False,False,True,False,False,False,False,True,False,False,True,False,,,,,False,False,False,False
331,1,14884,Springer Spaniel,11,M,True,False,17.0,True,,,False,False,False,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False
332,1,15083,Tibetan Terrier,14,M,True,False,15.4,False,100.0,,False,False,False,False,False,False,False,False,True,False,False,False,True,,,,False,False,False,False
333,1,14363,Lhasa Apso,10,M,True,False,11.7,False,,,False,False,True,False,True,False,False,False,False,False,False,False,True,,,,False,False,False,False
334,1,14962,Border Terrier,13,F,True,False,9.5,False,160.0,,False,False,True,False,False,False,True,True,True,False,True,False,True,True,False,True,False,False,False,False
335,1,99999,Crossbreed,10,M,True,False,22.4,True,72.0,,False,False,False,True,True,False,False,True,False,False,True,True,True,True,,,True,False,False,False
336,1,14962,Border Terrier,11,M,True,False,9.1,False,142.0,38.6,True,True,True,False,False,False,False,True,True,False,False,False,True,True,,,False,False,False,False
337,1,15086,West Highland White Terrier,10,F,False,False,8.4,False,188.0,,False,False,False,False,False,False,True,False,False,False,True,True,,,,,False,False,False,False
338,1,15009,Jack Russell Terrier,13,M,True,False,10.0,False,,38.3,False,True,True,True,False,False,False,False,True,False,True,True,,,,,False,False,False,False
339,1,99999,Crossbreed,15,F,True,False,11.7,False,,38.1,False,False,True,True,True,False,True,False,False,False,True,True,,,,,False,False,False,False
340,1,15009,Jack Russell Terrier,9,F,False,False,10.0,False,170.0,,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,False,False,False,False
341,1,15009,Jack Russell Terrier,10,F,True,False,19.0,False,,38.7,False,False,True,False,False,False,False,False,False,False,False,False,True,True,,,False,False,False,False
342,1,15076,Staffordshire Bull Terrier,11,F,True,False,,False,,,False,False,False,True,True,False,False,False,False,False,False,False,True,True,,,False,False,False,False
343,1,99999,Crossbreed,11,F,True,False,10.7,True,140.0,,False,False,True,True,True,False,False,False,False,False,True,True,,,,,False,False,False,False
344,1,15087,Yorkshire Terrier,14,M,False,False,7.3,False,,,False,False,False,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False
345,1,14672,Schnauzer,9,F,True,False,10.8,True,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True
346,1,14844,Cavalier King Charles Spaniel,8,M,True,False,20.45,False,,,False,False,False,True,True,False,False,False,False,False,True,True,,,,,False,False,False,False
347,1,14631,Labrador Retriever,11,F,True,False,29.8,False,124.0,38.5,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,False,False,False
348,1,15045,Patterdale Terrier,7,M,False,Weight gain,9.45,False,,,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,,False,False,False,False
349,1,7347,Chihuahua,11,M,True,Weight gain,,False,110.0,,False,False,True,False,False,False,False,False,True,False,True,True,,,,,False,False,False,False
350,1,15033,Lakeland Terrier,8,F,True,False,12.65,False,140.0,37.9,False,False,True,False,True,False,False,True,False,False,True,True,,,False,False,False,False,False,False
351,1,14962,Border Terrier,10,M,True,False,7.6,True,80.0,37.6,False,False,True,False,False,False,False,False,True,False,False,False,True,True,,,False,True,False,False
352,1,14363,Lhasa Apso,9,M,True,False,10.25,False,,37.2,False,True,True,False,False,False,False,True,False,False,True,True,,,False,True,False,False,False,False
353,1,99999,Crossbreed,9,M,True,False,9.1,False,,37.5,False,False,True,False,True,False,False,False,False,False,False,False,,,,,False,False,False,False
354,1,14884,Springer Spaniel,8,M,True,False,20.5,False,60.0,,False,False,False,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False
355,1,15086,West Highland White Terrier,10,M,False,False,12.3,False,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,False,False,False,False
356,1,15009,Jack Russell Terrier,13,F,True,False,,True,,,False,False,True,True,True,False,False,True,False,False,True,True,,,,,False,False,False,False
357,1,14833,Shih Tzu,4,M,True,False,11.8,False,,,False,False,False,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False
358,1,13714,Bichon Frise,11,M,True,False,,False,120.0,38.7,False,False,True,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False
359,1,15009,Jack Russell Terrier,10,F,False,Weight gain,10.1,False,,,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False
360,1,99999,Crossbreed,9,F,True,False,6.69,True,,,False,False,True,True,True,False,True,False,False,False,False,False,,,False,True,False,False,False,False
361,1,14844,Cavalier King Charles Spaniel,9,F,True,Weight loss,13.4,False,,,False,False,False,True,True,False,False,False,False,False,True,True,,,,,False,False,False,False
362,1,14672,Schnauzer,9,M,False,False,14.6,False,,,False,False,True,True,False,False,False,True,True,False,True,True,True,True,,,False,False,False,False
363,1,15009,Jack Russell Terrier,11,M,True,Weight loss,15.2,False,100.0,38.5,True,False,True,True,True,False,True,False,False,False,True,True,True,False,,,False,False,False,True
364,1,-280,Cyprus Terrier,6,M,True,Weight loss,11.2,False,,,False,False,False,False,True,False,False,False,False,False,False,True,True,,,,False,False,False,False
365,1,15076,Staffordshire Bull Terrier,15,F,True,Weight loss,,True,132.0,38.8,False,False,False,False,False,False,True,False,True,False,True,True,,,True,True,False,False,False,True
366,1,13878,Crossbreed,11,M,True,False,20.6,True,,39.6,False,False,False,False,False,False,False,True,False,False,True,False,True,True,,,False,False,False,False
367,1,14672,Schnauzer,9,M,True,False,9.9,False,,,False,False,False,False,False,False,False,True,False,False,False,False,True,True,,,False,False,False,False
368,1,13714,Bichon Frise,12,M,True,Weight loss,6.26,False,108.0,38.0,False,False,False,True,True,False,False,True,True,False,True,True,True,,False,False,False,False,False,False
369,1,99999,Crossbreed,12,M,True,False,18.5,False,,,False,False,True,True,False,False,False,False,False,False,True,True,True,True,,,False,False,False,False
370,1,15087,Yorkshire Terrier,14,M,True,False,,False,120.0,38.0,False,False,True,True,False,False,False,False,False,False,True,True,,,True,False,False,False,False,False
371,1,13846,Chihuahua,11,M,True,False,4.13,False,,,False,False,False,False,False,False,False,False,False,False,False,False,True,,False,True,False,False,False,False
372,1,14833,Shih Tzu,14,F,True,False,7.65,True,,,False,False,False,False,False,False,False,True,False,False,False,False,True,,False,True,False,False,False,False
373,1,14672,Schnauzer,9,M,True,Weight gain,12.3,False,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False
374,1,15087,Yorkshire Terrier,7,M,False,False,3.6,False,,,False,False,False,False,True,False,False,False,False,False,True,True,,,,,False,False,False,False
375,1,15076,Staffordshire Bull Terrier,10,M,False,False,23.75,False,120.0,38.5,False,False,True,False,False,False,False,False,True,False,False,False,True,True,,,False,False,False,False
376,1,14631,Labrador Retriever,12,F,True,False,34.4,True,80.0,38.5,False,True,True,False,False,False,True,False,True,False,False,False,True,True,,,False,False,False,False
377,1,99999,Crossbreed,12,F,False,False,27.4,False,,,False,False,False,False,False,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False
378,1,15086,West Highland White Terrier,4,F,False,False,8.85,False,,,False,False,False,False,False,False,False,False,False,False,False,True,,True,True,,False,False,False,False
379,1,15009,Jack Russell Terrier,9,F,True,False,7.06,False,,,False,False,False,False,False,False,False,False,False,False,True,True,True,True,,,False,False,False,False
380,1,14327,Crossbreed,15,F,True,False,8.4,False,,,False,False,False,False,False,False,False,False,False,False,False,False,,,,,True,False,False,False
381,1,14833,Shih Tzu,9,M,True,False,12.0,False,160.0,37.8,True,True,False,False,True,False,False,True,True,False,True,True,True,True,,,False,False,False,False
382,1,13714,Bichon Frise,12,F,False,False,8.4,False,168.0,39.1,False,False,True,False,True,False,True,False,True,False,True,True,,,True,True,False,False,False,False
383,1,14844,Cavalier King Charles Spaniel,9,M,False,False,11.7,False,100.0,37.7,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,,False,False,False,False
384,1,15009,Jack Russell Terrier,10,M,True,False,7.25,False,,,False,False,True,False,False,False,False,False,False,False,True,True,,,True,False,False,False,False,False
385,1,14833,Shih Tzu,8,F,True,Weight loss,4.0,False,,,False,False,True,False,False,False,False,False,False,False,True,True,True,True,,,False,False,False,False
386,1,13878,Crossbreed,8,F,True,False,8.3,False,,,False,False,True,True,True,False,False,False,True,False,False,True,,,,,False,False,False,False
387,1,99999,Crossbreed,14,F,True,Weight gain,12.4,False,,,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True
388,1,14962,Border Terrier,12,F,True,False,9.5,False,,,False,False,True,False,False,False,False,True,False,False,True,False,True,,True,True,False,False,False,False
389,1,15076,Staffordshire Bull Terrier,8,F,False,Weight gain,19.1,False,108.0,,False,False,False,False,True,False,True,True,False,False,False,False,,True,,,False,False,False,False
390,1,14672,Schnauzer,6,M,True,Weight loss,7.6,False,,,True,False,False,False,False,False,False,False,False,False,True,True,,,,,False,False,False,False
391,1,15009,Jack Russell Terrier,9,M,True,Weight gain,10.5,False,,,False,False,True,False,False,False,False,False,False,False,True,True,True,True,,,False,False,False,False
392,1,14672,Schnauzer,10,F,True,Weight gain,10.5,False,,,False,False,True,False,False,False,False,False,True,False,True,True,,,,,False,False,False,False
393,1,13714,Bichon Frise,10,M,True,Weight gain,13.3,False,,,False,False,False,False,True,False,False,False,False,False,True,False,,,True,False,False,False,False,False
394,1,15076,Staffordshire Bull Terrier,13,M,True,False,31.6,False,,38.2,False,False,False,False,False,False,False,False,True,False,True,False,True,True,,,False,False,False,False
395,1,14846,Cocker Spaniel,13,M,True,False,19.2,False,,,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False
396,1,99999,Crossbreed,12,F,True,False,24.6,False,,,False,False,True,False,False,False,False,False,False,False,True,True,,,,,False,False,False,False
397,1,13714,Bichon Frise,8,F,True,False,5.9,True,,,False,False,False,True,False,False,False,False,False,False,True,True,,,False,False,False,False,False,False
398,1,15127,Whippet,8,F,True,False,10.36,False,80.0,,False,False,False,False,False,False,False,False,False,False,True,True,,,True,True,False,False,False,False
399,1,15087,Yorkshire Terrier,13,M,True,False,,False,124.0,,False,False,True,True,False,False,True,False,True,False,False,False,,,False,True,False,False,False,False
400,1,14595,Poodle,8,F,False,Weight loss,3.05,False,,,False,False,True,True,True,False,False,False,False,False,True,True,,,,,False,False,False,False
401,1,13883,Collie,16,F,True,False,30.6,False,,,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False
402,1,99999,Crossbreed,13,F,True,False,24.4,False,,,False,False,False,False,False,False,False,False,False,False,False,True,,,,,True,True,False,False
403,1,13724,Boxer,8,M,True,False,31.4,False,80.0,38.6,False,False,True,True,True,False,False,False,False,False,True,True,,,,,False,False,False,False
404,1,14993,Cairn Terrier,14,M,False,False,10.7,False,,,False,False,True,False,False,False,False,True,True,False,True,False,True,True,True,True,False,False,False,False
405,1,,Crossbreed,15,F,True,False,10.68,False,,,False,False,True,False,False,False,False,False,False,False,True,True,,,,,False,False,False,False
406,1,15083,Tibetan Terrier,9,F,True,Weight gain,,False,120.0,38.0,False,False,True,True,False,False,False,False,True,False,False,False,,,,,False,False,False,False
407,1,,Chihuahua,6,M,False,False,2.5,False,,,False,False,False,True,False,True,False,False,False,False,False,False,,,,,False,False,False,False
408,1,99999,Crossbreed,8,F,False,False,30.6,False,,,False,False,False,False,False,False,False,False,True,False,True,False,True,,,,False,False,False,False
409,1,15009,Jack Russell Terrier,9,F,False,False,8.64,False,,,False,False,True,True,False,False,False,False,True,False,True,True,,,,,False,False,False,False
410,1,15049,Scottish Terrier,11,F,True,False,8.8,False,70.0,39.0,True,False,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False
411,1,14928,Aberdeen Terrier,10,M,False,False,18.9,False,180.0,38.9,False,False,True,False,False,False,True,False,True,True,True,True,True,True,False,True,False,False,False,False
412,1,-129,Crossbreed,4,F,False,Weight gain,15.2,False,90.0,,False,False,True,False,True,False,False,True,True,False,True,False,True,True,False,True,False,False,False,False
413,1,14631,Labrador Retriever,10,M,True,False,,True,,,False,False,False,False,False,False,False,False,False,True,False,False,,,,,False,False,False,False
414,1,99999,Crossbreed,13,F,True,False,,False,,,False,False,False,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False
415,1,14275,Siberian Husky,1,F,False,False,21.1,True,,,False,False,False,True,False,False,False,False,False,False,False,False,,,,,False,False,False,False
416,1,14796,German Shepherd,13,F,False,False,43.0,False,,,False,True,True,True,False,False,False,False,False,False,False,True,,,True,,False,False,True,False
417,1,14962,Border Terrier,9,M,True,False,14.5,True,,,False,False,False,False,False,False,False,False,False,False,True,True,,,True,True,False,False,False,False
418,1,99999,Crossbreed,13,M,True,False,11.85,False,100.0,,False,False,True,False,False,False,True,True,True,False,True,True,True,True,,,False,False,False,False
419,1,14672,Schnauzer,10,M,True,False,9.8,False,100.0,,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False
420,1,99999,Crossbreed,7,M,True,False,10.75,False,80.0,38.7,False,True,True,True,True,False,False,True,False,False,True,True,True,False,,,False,False,False,False
421,1,19077,Dogue de Bordeaux,7,F,True,No change,56.25,False,,,False,False,False,False,False,False,False,False,False,False,True,True,True,True,,,False,False,False,False
422,1,14631,Labrador Retriever,9,F,False,False,37.8,False,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,,,False,False,False,False
423,1,13683,Beagle,9,F,True,No change,14.2,False,100.0,,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False
424,1,13714,Bichon Frise,11,M,True,False,9.2,True,,38.3,True,False,False,False,False,False,False,False,True,False,True,True,,,,,False,False,False,False
425,1,,Crossbreed,15,F,True,False,7.8,False,,,False,False,False,False,False,False,False,False,False,False,False,False,,,False,True,False,False,False,True
426,1,13714,Bichon Frise,10,M,False,False,11.26,True,,,False,False,True,False,True,False,False,False,False,False,False,False,True,,,,False,False,False,True
427,1,15076,Staffordshire Bull Terrier,13,F,True,False,20.2,False,,,False,False,False,True,False,False,False,True,True,False,True,True,,,True,,False,False,False,False
428,1,14283,Siberian Husky,11,F,False,Weight loss,33.8,False,120.0,,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,False,False,False,False
429,1,99999,Crossbreed,7,F,True,False,9.3,False,128.0,39.1,False,False,True,False,False,False,False,True,True,False,True,True,True,True,False,True,False,False,False,False
430,1,15009,Jack Russell Terrier,12,M,True,False,7.5,False,,,False,False,False,False,True,False,False,False,False,False,True,True,True,True,,,False,False,False,False
431,1,15086,West Highland White Terrier,14,M,True,False,9.45,False,,,False,False,False,False,False,False,False,False,False,False,False,True,,,True,True,False,False,False,False
432,1,14846,Cocker Spaniel,7,F,True,False,,True,,,False,False,False,False,False,False,False,False,False,False,True,True,,,,,False,False,False,False
433,1,14957,Bedlington Terrier,11,F,True,False,9.8,False,80.0,,False,False,False,False,True,False,False,True,False,False,True,True,,,,,False,False,True,False
434,1,99999,Crossbreed,9,M,True,False,29.05,False,,,False,False,True,False,False,False,False,False,True,False,False,False,True,True,,,False,False,False,False
435,1,14957,Bedlington Terrier,12,F,True,False,12.8,False,100.0,38.8,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,False
436,1,99999,Crossbreed,11,F,True,Weight loss,18.05,False,,,False,False,False,False,False,False,False,False,False,False,True,True,,,True,False,False,False,False,False
437,1,15087,Yorkshire Terrier,12,F,True,False,8.55,False,,,False,False,True,False,True,False,False,False,False,False,True,False,,,,,False,False,False,False
438,1,14129,Basset Hound,13,M,True,False,35.0,False,112.0,,False,False,False,False,False,False,False,True,True,False,True,True,,,,,False,False,False,False
439,1,13714,Bichon Frise,6,M,True,False,8.7,False,120.0,,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True,False
440,1,13724,Boxer,7,M,True,Weight loss,,True,,,False,False,False,False,True,False,False,False,False,False,True,False,True,True,True,True,False,False,False,False
441,1,14846,Cocker Spaniel,9,M,True,False,9.5,False,,,False,False,False,False,False,False,False,False,False,False,False,False,,,True,True,False,False,False,False
442,1,15009,Jack Russell Terrier,8,F,False,False,10.0,False,,,False,False,True,True,True,False,True,False,False,False,False,False,,,,,False,False,False,False
443,1,14609,Golden Retriever,11,M,True,False,34.0,False,,,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False
444,1,15009,Jack Russell Terrier,10,F,True,Weight gain,5.9,False,,,False,False,False,False,True,False,False,False,False,False,True,True,,,,,False,False,False,False
445,1,15049,Scottish Terrier,12,F,True,False,14.6,True,,,False,False,True,True,False,False,True,False,False,False,True,False,True,,,,False,False,False,False
446,1,13640,Akita Inu,10,F,True,Weight gain,,False,72.0,,False,False,True,False,False,False,False,False,False,False,True,True,,,,,False,False,False,False
447,1,99999,Crossbreed,12,F,True,False,15.5,False,,37.9,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False
448,1,14962,Border Terrier,12,M,True,Weight gain,11.4,True,,,False,False,False,False,True,False,False,False,False,False,True,True,True,True,,,False,False,True,False
449,1,15009,Jack Russell Terrier,9,F,False,False,11.1,False,,38.0,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
450,1,14962,Border Terrier,7,F,True,False,10.2,False,,,False,False,True,False,True,False,False,True,True,False,True,True,,,,,False,False,False,False
451,1,13714,Bichon Frise,6,F,True,False,9.5,False,,,False,False,True,True,False,True,False,False,False,False,True,True,,,,,False,False,False,False
452,1,99999,Crossbreed,14,F,True,False,13.3,False,,,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,,False,False,False,False
453,1,15076,Staffordshire Bull Terrier,12,F,False,False,19.0,False,,,False,False,True,False,True,False,False,False,False,False,False,False,,,,,False,False,False,False
454,1,99999,Crossbreed,10,F,False,No change,7.7,True,,,False,False,True,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False
455,1,14833,Shih Tzu,15,M,True,False,,False,,,False,False,True,False,False,False,True,False,False,False,False,False,,,,,False,False,False,False
456,1,14593,Poodle,9,F,True,False,6.0,True,120.0,38.9,False,False,False,False,False,False,False,False,True,False,True,True,True,True,,,False,False,True,True
457,1,14957,Bedlington Terrier,8,F,True,False,9.2,False,,,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False
458,1,14833,Shih Tzu,10,F,True,False,8.2,True,120.0,37.4,False,False,False,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False
459,1,15076,Staffordshire Bull Terrier,13,F,True,False,,False,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,,,False,False,False,False
460,1,99999,Crossbreed,6,M,True,False,9.5,False,,,True,True,False,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False
461,1,13873,Shar Pei,10,M,False,False,22.0,False,104.0,37.0,False,False,True,True,True,False,False,False,False,False,True,True,,,,,False,False,False,False
462,1,15087,Yorkshire Terrier,5,F,True,Weight gain,4.7,False,140.0,,False,False,False,False,True,False,False,False,True,False,True,True,False,False,,,False,False,False,False
463,1,14672,Schnauzer,5,M,True,False,19.9,False,,,False,False,True,True,False,False,False,False,False,False,False,False,,,,,False,False,False,False
464,1,99999,Crossbreed,8,M,True,Weight gain,11.2,False,122.0,,False,False,False,False,False,False,False,False,True,False,False,False,True,True,,,False,False,False,False
465,1,13882,Collie,8,F,True,False,16.95,False,,,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False
466,1,15008,Irish Terrier,9,F,True,False,21.1,False,,,False,False,True,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False
467,1,14846,Cocker Spaniel,12,M,True,False,13.6,False,,,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,,False,False,False,False
468,1,14833,Shih Tzu,11,M,True,False,8.1,False,120.0,38.5,False,False,True,False,False,False,False,True,False,False,True,True,True,True,True,True,False,False,False,False
469,1,-164,Hungarian Vizsla,10,F,False,False,26.7,False,108.0,39.2,False,True,False,False,True,False,False,True,False,False,True,False,True,True,,,False,False,False,False
470,1,18063,Crossbreed,11,F,True,False,38.2,False,128.0,39.2,False,False,True,False,False,False,False,False,True,False,True,True,True,True,False,True,False,False,False,False
471,1,14636,Rottweiler,6,M,True,False,59.0,False,,,False,False,False,False,False,False,False,True,False,False,True,True,,,True,False,False,False,False,False
472,1,13714,Bichon Frise,6,M,True,Weight gain,13.9,True,,,False,True,True,False,False,False,False,False,False,False,True,True,,,,,False,False,False,True
473,1,99999,Crossbreed,6,F,False,Weight gain,33.1,False,,,False,False,True,False,True,False,False,True,False,False,True,True,True,True,,,False,False,False,False
474,1,99999,Crossbreed,13,M,True,False,9.8,False,,,False,True,False,True,False,False,False,False,False,False,False,False,,,,,False,False,False,True
475,1,15087,Yorkshire Terrier,10,M,False,False,7.3,False,,,False,False,False,True,True,False,False,False,False,False,True,True,,,False,True,False,False,False,False
476,1,99999,Crossbreed,12,M,True,False,10.5,False,128.0,38.1,False,False,False,False,False,False,False,False,True,False,True,True,,,,,False,False,False,False
477,1,99999,Crossbreed,9,M,True,False,,False,120.0,38.6,False,True,False,False,False,False,False,False,False,False,False,False,,,,,False,False,False,False
