"PatientID","Diagnosis","Breed","Age","Sex","Neutered","WeightChange","Weight","Hospitalised","HeartRate","Temperature","Vomiting","Diarrhoea","Hepatomegaly","ThinDrySkin","Alopecia","Pruritus","MuscleWastageWeakness","Lethargy","Panting","Neurological","Polydipsia","Polyuria","IncreasedALKP","IncreasedATL/GGT/AST","LowUSG","Proteinuria","Hypertensive","LowBloodSugar","Hypothyroid","CruciateSurgery"
577,"1","Crossbreed",5,"F",True,"No change",9.4,False,132,NULL,False,False,False,False,False,False,False,False,False,False,True,True,"True","False","False",False,False,False,False,False
578,"1","Boxer",9,"M",True,"No change",42.1,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,True,False,NULL,NULL,"True",True,False,False,False,False
579,"1","Cesky Terrier",9,"F",True,"No change",11.7,False,88,38.4,False,False,True,False,True,False,True,False,False,False,True,True,NULL,NULL,"True",True,False,False,False,False
580,"1","Crossbreed",14,"F",True,"No change",13.85,False,100,NULL,False,False,True,False,True,False,False,False,False,False,True,True,NULL,NULL,"True",True,False,False,False,False
581,"0","Poodle",9,"M",True,"No change",NULL,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,False,False,NULL,"True",NULL,NULL,False,False,False,False
582,"0","Staffordshire Bull Terrier",12,"M",True,"No change",26.3,False,80,NULL,False,False,False,False,False,False,False,False,False,False,True,True,NULL,NULL,NULL,NULL,False,False,False,False
583,"0","Italian Spinone",6,"F",True,"No change",38.9,False,96,NULL,False,False,False,False,False,False,False,True,False,True,False,False,"True","True",NULL,NULL,False,False,False,False
584,"0","Crossbreed",13,"F",False,"No change",26.6,False,NULL,NULL,False,False,True,False,False,False,False,False,False,False,True,False,"True","True",NULL,NULL,False,False,False,False
585,"0","Crossbreed",10,"F",True,"Weight gain",25.1,False,NULL,NULL,False,False,True,False,False,False,False,False,True,False,True,True,NULL,NULL,NULL,NULL,False,False,False,False
586,"0","Jack Russell Terrier",14,"F",True,"Weight loss",7.7,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,True,True,"True","True","True",False,False,False,False,False
587,"0","Poodle",14,"M",True,"No change",9.25,False,NULL,NULL,False,False,False,False,False,False,False,False,False,True,False,False,NULL,NULL,"False",True,False,False,False,False
588,"0","Border Terrier",12,"F",True,"No change",11.65,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,True,True,NULL,NULL,"False",True,False,False,False,False
589,"0","West Highland White Terrier",8,"F",True,"No change",9.4,False,NULL,NULL,False,False,False,True,False,True,False,False,False,False,True,False,"True","True","True",False,False,False,False,False
590,"0","West Highland White Terrier",11,"F",True,"No change",8.2,False,NULL,NULL,False,False,True,True,False,True,False,False,False,False,True,True,"True","False","True",False,False,False,False,False
721,"0","Crossbreed",9,"M",False,"No change",33.9,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,True,True,"False","False","True",False,False,False,False,False
591,"0","Cocker Spaniel",11,"M",True,"No change",26.8,False,100,38.3,False,False,False,False,False,False,False,True,True,False,False,False,"True","True","False",True,False,False,False,False
592,"0","Welsh Terrier",7,"M",True,"No change",51.5,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,True,False,"True",NULL,NULL,NULL,False,False,False,False
593,"0","Yorkshire Terrier",13,"F",True,"No change",2.7,False,148,38.6,True,True,False,False,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,False,False,False,False
594,"0","Yorkshire Terrier",7,"M",True,"Weight gain",NULL,False,120,NULL,False,False,False,True,True,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,False,False,True,False
595,"0","West Highland Terrier",15,"F",True,"No change",NULL,False,160,38.8,False,False,False,False,False,False,False,True,False,False,True,True,NULL,NULL,NULL,False,False,False,False,False
596,"0","Staffordshire Bull Terrier",11,"F",True,"No change",NULL,True,100,39.6,True,True,True,False,False,False,True,True,True,False,False,False,NULL,NULL,NULL,NULL,False,False,False,False
597,"0","Crossbreed",13,"F",True,"No change",NULL,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,False,False,"True",NULL,NULL,NULL,False,False,False,False
598,"0","Springer Spaniel",14,"F",True,"No change",NULL,False,80,NULL,False,False,False,False,False,False,False,False,False,False,False,False,"True","False",NULL,NULL,False,False,False,False
599,"0","Cairn Terrier",10,"F",True,"No change",13.2,False,NULL,NULL,False,False,False,False,False,False,False,True,False,False,True,True,"True","False",NULL,True,False,False,False,False
600,"0","West Highland White Terrier",8,"F",True,"Weight loss",8.3,True,NULL,NULL,False,False,False,False,False,False,False,False,False,False,False,False,"True","True",NULL,NULL,False,False,False,False
601,"0","Rhodesian Ridgeback",11,"M",True,"No change",50.3,True,120,38,True,True,False,False,False,False,False,False,False,False,True,False,"False","False",NULL,NULL,False,False,False,False
602,"0","Jack Russell Terrier",14,"M",False,"No change",10.5,False,NULL,NULL,False,False,False,False,False,False,False,False,False,True,True,True,"True","True",NULL,NULL,False,False,False,False
603,"0","Italian Greyhound",11,"F",True,"No change",7,True,NULL,NULL,True,False,False,False,False,False,False,False,False,False,True,True,NULL,NULL,NULL,NULL,False,False,False,False
604,"0","Jack Russell Terrier",13,"M",False,"No change",10.6,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,True,True,"False",NULL,"True",NULL,False,False,False,False
605,"0","Yorkshire Terrier",14,"M",False,"No change",2.84,False,NULL,NULL,False,False,False,False,True,False,False,False,False,False,False,False,NULL,NULL,"True",True,False,False,True,False
606,"0","Schnauzer",10,"M",False,"No change",33.1,False,NULL,NULL,False,False,False,False,True,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,False,False,False,False
607,"0","Crossbreed",9,"F",True,"Weight loss",25.85,False,NULL,NULL,False,False,False,True,False,False,False,False,False,False,False,False,"True","True","False",False,False,False,False,False
608,"0","Bichon Frise",13,"M",True,"No change",7,False,NULL,NULL,False,False,False,True,False,True,False,False,False,False,False,False,NULL,NULL,NULL,NULL,False,True,False,False
609,"0","Siberian Husky",4,"M",True,"No change",32,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,False,True,False,False
610,"0","Crossbreed",8,"M",True,"No change",NULL,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,True,True,"True",NULL,"True",NULL,False,False,False,False
611,"0","Staffordshire Bull Terrier",10,"M",True,"No change",24.9,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,False,True,NULL,NULL,"True",False,False,False,False,False
612,"0","Crossbreed",12,"F",True,"No change",11.6,False,NULL,38.5,True,True,True,False,False,False,True,False,False,False,False,False,"True","True",NULL,NULL,False,False,False,False
613,"0","Crossbreed",8,"F",True,"No change",21.1,False,NULL,39.2,True,True,False,True,False,False,False,True,True,False,True,True,"True","True","True",True,False,False,False,False
614,"0","Labrador Retriever",11,"F",False,"No change",33.2,False,NULL,NULL,False,True,False,False,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,False,False,False,False
615,"0","West Highland Terrier",11,"F",True,"No change",NULL,True,NULL,NULL,False,False,True,False,False,False,False,False,False,False,False,False,"True",NULL,NULL,NULL,False,False,False,False
616,"0","Jack Russell Terrier",12,"F",True,"No change",9.8,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,True,True,"True","True",NULL,NULL,False,False,False,False
617,"0","Yorkshire Terrier",5,"M",True,"No change",6.6,False,NULL,38.4,True,True,False,False,False,False,False,True,False,False,False,False,NULL,NULL,NULL,NULL,False,False,False,False
618,"0","Jack Russell Terrier",10,"M",True,"No change",13.2,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,True,True,NULL,NULL,NULL,NULL,False,False,False,False
619,"0","Cocker Spaniel",6,"F",True,"No change",11,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,True,True,"True","True","True",False,False,False,False,False
620,"0","West Highland White Terrier",13,"M",True,"No change",11,False,NULL,38.7,False,False,False,True,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,False,False,False,False
621,"0","Staffordshire Bull Terrier",14,"M",True,"Weight loss",19.6,False,112,NULL,True,True,True,False,False,False,True,False,False,False,False,False,"True","True",NULL,NULL,False,False,False,False
622,"0","German Shepherd",6,"M",True,"No change",54.4,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,False,False,NULL,NULL,"False",False,False,False,False,False
623,"0","Schnauzer",9,"M",False,"Weight loss",8.85,True,NULL,NULL,False,False,False,False,False,False,False,False,False,True,False,False,"True","True",NULL,NULL,False,False,False,False
624,"0","Schnauzer",11,"M",True,"No change",11.2,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,True,True,"True","True","True",True,False,False,False,False
625,"0","Crossbreed",9,"M",True,"Weight loss",NULL,False,140,38.4,False,False,False,False,False,False,True,False,False,False,True,True,NULL,NULL,"True",True,False,False,False,False
626,"0","Yorkshire Terrier",17,"F",True,"No change",3.99,False,NULL,NULL,False,False,False,True,True,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,False,False,False,False
627,"0","Crossbreed",10,"M",True,"No change",22.9,True,NULL,NULL,False,False,False,False,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,False,False,False,False
628,"0","Cocker Spaniel",10,"M",True,"Weight gain",15.8,True,120,39.2,False,False,False,False,False,False,False,True,False,False,True,True,"True","False","True",False,False,False,False,True
629,"0","Greyhound",4,"M",True,"No change",35.5,False,100,NULL,False,False,False,False,False,False,False,False,False,False,True,True,NULL,NULL,"False",False,False,False,False,False
630,"0","Scottish Terrier",12,"F",True,"No change",12.3,False,100,NULL,False,False,True,False,False,False,False,True,False,False,False,False,"True","True",NULL,NULL,False,False,False,False
631,"0","Bichon Frise",11,"M",True,"Weight loss",10.1,False,NULL,NULL,False,False,True,False,True,False,False,False,False,False,True,True,NULL,NULL,NULL,NULL,False,False,False,False
632,"0","Beagle",3,"M",True,"No change",21.3,False,NULL,38.2,False,False,False,False,False,False,False,False,False,False,False,False,"False","False","True",False,False,False,False,False
633,"0","Jack Russell Terrier",13,"F",True,"No change",7.15,True,NULL,NULL,False,False,False,False,False,False,False,False,True,False,False,True,"True","True",NULL,NULL,False,False,False,False
634,"0","Staffordshire Bull Terrier",13,"M",False,"No change",21.1,False,100,38.1,False,False,False,False,False,False,True,False,True,False,False,False,NULL,NULL,NULL,NULL,False,False,False,False
635,"0","Jack Russell Terrier",10,"M",True,"No change",7.2,True,NULL,38.6,True,False,False,False,False,False,True,True,False,False,False,False,NULL,NULL,NULL,NULL,False,False,False,False
636,"0","Cavalier King Charles Spaniel",10,"F",True,"Weight gain",14.2,False,NULL,NULL,False,False,False,True,True,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,False,False,False,False
637,"0","Pomeranian",14,"M",True,"No change",6.95,False,140,NULL,False,False,False,False,False,False,False,False,False,False,False,False,"True","True","False",False,False,False,False,False
638,"0","Pomeranian",9,"M",True,"No change",3.9,False,NULL,NULL,False,False,False,False,True,False,False,False,False,True,False,False,"False","False",NULL,NULL,False,False,False,False
639,"0","Crossbreed",14,"F",True,"Weight loss",NULL,False,120,38.2,True,True,False,False,False,False,False,False,False,False,True,True,NULL,NULL,NULL,NULL,False,False,False,False
640,"0","Crossbreed",2,"F",True,"Weight gain",20.8,False,NULL,NULL,False,False,False,False,False,False,False,True,False,False,False,False,NULL,NULL,NULL,NULL,False,False,False,False
641,"0","King Charles Spaniel",9,"M",True,"No change",14.3,False,132,NULL,False,False,False,True,True,False,False,False,False,False,True,False,NULL,NULL,NULL,NULL,True,False,False,False
642,"0","Maltese Terrier",8,"M",True,"No change",5.6,True,NULL,39,False,False,False,False,False,False,False,True,True,False,True,True,NULL,NULL,"False",False,False,False,False,False
643,"0","Shih Tzu",15,"F",True,"No change",10.9,False,NULL,NULL,False,False,True,False,False,False,False,False,False,False,True,False,"True","False","True",False,False,False,False,False
644,"0","Fox Terrier",10,"M",False,"No change",11.4,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,False,False,"True","True",NULL,NULL,False,False,False,False
645,"0","West Highland White Terrier",14,"F",True,"Weight loss",8.4,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,True,False,NULL,NULL,NULL,NULL,False,False,False,False
646,"0","Labrador Retriever",13,"M",False,"No change",28.2,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,False,True,"True","True",NULL,NULL,False,False,False,False
647,"0","West Highland White Terrier",10,"F",True,"No change",9.8,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,False,False,"True",NULL,NULL,NULL,False,False,False,False
648,"0","Crossbreed",13,"M",True,"Weight gain",9.6,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,False,False,"True","True",NULL,True,False,False,False,False
649,"0","King Charles Spaniel",8,"M",False,"No change",15.5,False,NULL,NULL,False,False,False,True,False,True,False,False,True,False,False,False,NULL,NULL,"False",True,False,False,False,False
650,"0","Poodle",10,"F",True,"No change",6.2,False,NULL,NULL,False,False,True,False,True,False,False,False,False,False,False,False,"False",NULL,NULL,NULL,False,False,False,False
651,"0","Springer Spaniel",7,"M",True,"No change",26.8,False,70,NULL,False,False,False,False,False,False,False,False,False,False,False,False,"False",NULL,NULL,NULL,False,False,False,False
652,"0","Crossbreed",8,"M",True,"No change",11.85,False,NULL,8.2,False,False,False,False,False,True,False,False,False,False,False,False,"True","True",NULL,NULL,False,False,False,False
653,"0","West Highland White Terrier",13,"F",True,"No change",6.2,False,100,37.9,False,False,False,False,False,False,False,False,False,False,False,False,"True",NULL,NULL,NULL,False,False,False,False
654,"0","West Highland White Terrier",14,"F",True,"Weight gain",9.9,False,NULL,NULL,False,False,False,True,False,False,False,False,False,False,True,True,"True","False",NULL,NULL,False,False,False,False
655,"0","West Highland White Terrier",12,"F",True,"No change",8.2,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,False,False,"True",NULL,"False",True,False,False,False,False
656,"0","Border Terrier",10,"F",False,"No change",10,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,True,False,"True","True","False",True,False,False,False,False
657,"0","Schnauzer",8,"M",True,"No change",10.9,False,96,38.6,False,False,False,False,False,False,False,False,False,False,True,True,"True","True",NULL,NULL,False,False,False,False
658,"0","Bichon Frise",10,"F",True,"Weight gain",11.2,False,NULL,36.6,False,False,True,False,False,False,False,True,False,False,True,False,"True","True","False",NULL,False,False,False,False
659,"0","Jack Russell Terrier",12,"F",False,"No change",13.6,False,118,NULL,False,False,True,False,False,False,False,False,False,False,True,False,"True","True",NULL,NULL,False,False,False,False
660,"0","Schnauzer",9,"M",False,"No change",8.95,False,NULL,NULL,False,True,False,False,True,False,False,False,False,False,False,False,"True","True",NULL,NULL,False,False,False,False
661,"0","Jack Russell Terrier",14,"F",True,"Weight loss",5.4,False,NULL,NULL,False,False,False,True,False,False,False,False,False,False,False,False,"True","True","False",NULL,False,False,False,False
662,"0","Dogue de Bordeaux",4,"F",True,"Weight loss",52.1,False,NULL,NULL,False,False,False,False,True,False,True,True,False,False,False,False,NULL,NULL,NULL,NULL,False,False,False,False
663,"0","Crossbreed",8,"M",True,"No change",9.6,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,True,False,NULL,NULL,"False",False,False,False,False,False
664,"0","Shih Tzu",9,"F",False,"No change",5.33,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,False,False,"True","True",NULL,NULL,False,False,False,False
665,"0","Springer Spaniel",9,"M",True,"No change",27.75,True,120,38.7,False,True,False,False,False,False,False,False,False,True,True,True,NULL,NULL,"True",False,False,False,False,False
666,"0","Staffordshire Bull Terrier",15,"F",True,"No change",20.3,False,92,NULL,False,False,False,False,False,False,False,True,True,False,True,True,"True","True",NULL,True,False,False,False,False
667,"0","Fox Terrier",11,"M",True,"No change",17.5,True,128,NULL,False,False,True,False,False,False,False,True,False,False,True,True,NULL,NULL,NULL,NULL,False,False,False,False
668,"0","Yorkshire Terrier",16,"M",True,"No change",1.5,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,False,False,"True","True",NULL,NULL,False,False,False,False
669,"0","Crossbreed",13,"M",True,"No change",26.85,False,120,38.6,False,False,True,False,False,False,False,False,True,False,False,False,NULL,NULL,NULL,NULL,False,False,True,False
670,"0","Cavalier King Charles Spaniel",7,"F",True,"No change",14.65,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,True,False,NULL,NULL,NULL,NULL,False,False,False,False
671,"0","Crossbreed",4,"F",True,"No change",10.2,False,NULL,NULL,False,False,False,False,True,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,False,False,False,False
672,"0","Crossbreed",10,"M",False,"Weight gain",21.35,False,NULL,NULL,False,False,False,False,False,False,False,False,True,False,True,True,"True","False",NULL,NULL,False,False,False,False
673,"0","Labrador Retriever",10,"M",False,"No change",47.8,False,130,38.6,False,False,False,False,False,False,False,False,True,False,False,False,"True","False",NULL,NULL,False,False,False,False
674,"0","Cavalier King Charles Spaniel",10,"F",True,"No change",12.4,False,145,NULL,False,False,False,False,False,False,False,False,False,False,True,True,"True","True","False",True,False,False,False,False
675,"0","Schnauzer",9,"M",True,"No change",NULL,True,100,38.4,False,False,False,False,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,False,True,False,False
676,"0","Staffordshire Bull Terrier",4,"F",True,"No change",21.3,False,NULL,37.8,False,False,True,True,False,True,False,True,True,False,False,False,NULL,NULL,NULL,NULL,False,False,False,False
677,"0","Yorkshire Terrier",11,"M",True,"No change",6.7,False,140,39.2,True,False,False,False,False,False,False,False,True,False,False,False,"True",NULL,NULL,NULL,False,True,False,False
678,"0","Jack Russell Terrier",10,"M",True,"No change",9.55,False,120,NULL,False,False,False,False,False,False,False,True,False,False,False,True,"True","True","False",False,False,False,False,False
679,"0","Crossbreed",9,"F",True,"No change",8.2,False,NULL,NULL,False,False,True,True,True,False,False,False,False,False,True,True,"True","True","True",NULL,False,False,False,False
680,"0","Wheaten Terrier",10,"M",True,"No change",23.85,False,88,38.2,False,False,False,False,False,False,False,False,False,False,True,True,"True","False","False",True,False,False,False,False
681,"0","Crossbreed",14,"F",True,"Weight gain",NULL,False,NULL,38,False,False,True,False,False,False,False,False,False,False,True,True,"True",NULL,NULL,NULL,False,False,False,False
682,"0","Crossbreed",6,"M",True,"No change",14.2,False,NULL,NULL,False,True,False,False,False,False,False,True,False,True,True,True,"True",NULL,NULL,NULL,False,False,False,False
683,"0","Collie",8,"F",False,"Weight gain",NULL,False,NULL,NULL,False,False,True,False,True,False,False,False,True,False,True,True,"False","False",NULL,NULL,False,False,False,False
684,"0","Schnauzer",10,"M",True,"No change",10.3,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,False,False,"True","True","False",True,False,False,False,False
685,"0","Labrador Retriever",8,"F",True,"No change",37.9,False,80,39.3,False,False,False,False,False,True,False,True,True,False,True,False,"True","True",NULL,NULL,False,False,False,False
686,"0","Labrador Retriever",10,"M",True,"No change",42.2,True,NULL,NULL,False,False,False,False,True,False,False,True,True,False,False,False,NULL,NULL,"True",NULL,False,False,False,False
687,"0","Labrador Retriever",8,"F",True,"No change",40,True,120,39,False,False,False,False,False,False,False,True,True,False,True,True,"False","False",NULL,NULL,False,False,False,False
688,"0","Crossbreed",9,"F",True,"No change",20.4,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,True,True,"True","True","False",False,False,False,False,False
689,"0","Crossbreed",8,"M",False,"Weight loss",28.8,False,120,38.1,False,False,True,True,True,True,False,True,False,False,True,True,NULL,NULL,"False",False,False,False,False,False
690,"0","Hungarian Vizsla",14,"M",False,"Weight loss",20.25,False,112,NULL,False,True,False,False,False,False,False,False,False,False,True,True,"True","True","False",False,False,False,False,False
691,"0","Cocker Spaniel",10,"F",True,"No change",10.5,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,False,False,"True","True","True",True,True,False,False,False
692,"0","Staffordshire Bull Terrier",13,"F",True,"Weight gain",16,False,NULL,NULL,False,False,False,False,True,False,False,False,False,True,True,True,"True","False","True",False,False,False,False,False
693,"0","Crossbreed",11,"F",True,"No change",30.9,False,NULL,NULL,False,False,False,False,False,True,False,False,False,False,True,True,"True","False","False",False,False,False,False,False
694,"0","Dogue de Bordeaux",6,"F",True,"Weight loss",64.6,True,NULL,NULL,False,False,False,False,True,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,False,False,False,False
695,"0","Staffordshire Bull Terrier",9,"F",True,"Weight gain",12.2,False,120,NULL,False,False,False,True,True,False,False,False,False,False,True,False,"True","True","True",True,False,False,False,False
696,"0","Schnauzer",12,"M",True,"No change",10.9,False,NULL,NULL,False,False,True,False,False,True,False,True,False,False,False,False,"True","True",NULL,NULL,True,False,False,False
697,"0","West Highland White Terrier",12,"M",False,"No change",12.4,False,NULL,NULL,False,False,True,True,False,False,False,False,False,False,True,True,"True",NULL,"False",False,False,False,False,False
698,"0","Bichon Frise",8,"M",True,"No change",9.55,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,True,True,"True","True","True",False,False,False,False,False
699,"0","Saluki",1,"F",True,"No change",26.2,False,NULL,NULL,False,False,False,True,True,False,False,True,False,False,False,False,"False","False",NULL,NULL,False,False,False,False
700,"0","Crossbreed",5,"F",True,"No change",25.5,False,92,39.2,False,False,False,False,False,False,False,False,True,False,False,False,"False","False",NULL,NULL,False,False,False,False
701,"0","Golden Retriever",11,"F",True,"No change",43,False,NULL,NULL,False,True,False,False,False,False,False,False,False,False,True,False,"True","True","False",True,False,False,False,False
702,"0","Bichon Frise",10,"F",False,"No change",8.05,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,True,False,NULL,NULL,NULL,NULL,False,False,False,False
703,"0","Beagle",11,"F",True,"No change",13.2,False,120,NULL,True,True,True,False,False,False,False,False,False,True,False,False,"True","False",NULL,NULL,False,False,False,False
704,"0","Crossbreed",6,"M",True,"No change",NULL,False,NULL,NULL,False,False,False,False,False,False,False,False,True,False,False,False,"True","False",NULL,NULL,False,False,False,False
705,"0","Staffordshire Bull Terrier",5,"F",False,"No change",17.1,True,NULL,38,False,False,False,True,False,False,False,False,False,False,True,True,NULL,"True",NULL,NULL,False,False,False,False
706,"0","West Highland White Terrier",12,"M",False,"No change",11.15,False,140,38.6,False,False,False,True,True,True,False,False,True,True,False,False,"True","False",NULL,NULL,False,False,False,False
707,"0","Jack Russell Terrier",0,"F",False,"No change",4.05,False,NULL,40.5,False,False,False,False,False,False,False,False,False,True,False,False,"True",NULL,NULL,NULL,False,False,False,False
708,"0","West Highland Terrier",7,"F",True,"No change",NULL,False,80,38.8,True,True,False,False,False,False,False,True,False,False,False,False,NULL,NULL,NULL,NULL,False,False,False,False
709,"0","Dalmatian",14,"M",True,"No change",37,False,NULL,NULL,False,False,False,False,False,False,False,False,False,True,False,False,"True","True",NULL,NULL,False,False,False,False
710,"0","Siberian Husky",6,"F",False,"No change",26,False,NULL,NULL,False,False,False,False,False,False,False,False,False,True,False,False,"True","False",NULL,NULL,False,False,False,False
711,"0","Bichon Frise",11,"F",True,"No change",NULL,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,False,False,False,False
712,"0","Jack Russell Terrier",7,"F",False,"Weight loss",4.24,True,NULL,NULL,False,True,False,False,False,False,False,False,False,False,True,True,"True","True","False",True,False,True,False,False
713,"0","Schnauzer",8,"M",True,"No change",12.65,False,120,38.2,False,False,False,False,False,False,False,False,False,False,False,False,"True","True",NULL,NULL,False,False,False,False
714,"0","Welsh Terrier",15,"M",True,"No change",13.6,False,NULL,NULL,False,False,False,False,False,False,False,True,False,False,False,False,"True","True",NULL,NULL,False,False,False,False
715,"0","Crossbreed",12,"M",True,"No change",32.6,True,NULL,38.7,False,False,False,False,False,False,False,False,False,False,False,False,"True",NULL,NULL,NULL,False,False,False,False
716,"0","Dachshund",9,"M",False,"No change",6.4,True,NULL,NULL,False,False,False,True,True,True,False,False,False,False,False,False,NULL,NULL,"False",False,False,False,False,False
717,"0","Crossbreed",4,"F",True,"No change",33,False,NULL,NULL,False,False,False,True,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,False,False,False,False
718,"0","Dachshund",15,"M",False,"Weight loss",4.4,True,104,NULL,False,False,False,False,True,False,False,False,False,False,False,False,"True","True",NULL,NULL,False,False,False,False
719,"0","Crossbreed",15,"F",True,"Weight loss",15.75,False,120,38.9,False,False,False,False,False,False,False,False,True,False,False,False,"True","True",NULL,NULL,False,False,False,False
720,"0","Irish Setter",7,"F",True,"No change",30.3,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,True,True,NULL,NULL,"True",NULL,False,False,False,False
722,"0","Cavalier King Charles Spaniel",9,"M",True,"Weight loss",NULL,True,NULL,NULL,False,False,True,True,False,True,False,False,False,False,True,False,NULL,NULL,NULL,NULL,False,False,False,False
723,"0","Cocker Spaniel",12,"F",False,"No change",14.5,False,NULL,38.5,False,False,False,False,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,False,False,True,False
724,"0","Crossbreed",10,"F",False,"Weight gain",14.8,False,NULL,37.6,True,False,False,False,False,True,False,False,True,False,True,False,NULL,NULL,"False",True,False,False,False,False
725,"0","Crossbreed",3,"M",True,"No change",10,False,NULL,NULL,False,False,False,False,False,False,False,False,True,False,True,True,"True","False","False",True,False,False,False,False
726,"0","Labrador Retriever",7,"M",True,"No change",41.8,False,NULL,38.3,False,True,False,True,False,False,False,False,False,False,True,False,NULL,NULL,NULL,NULL,False,False,False,False
727,"0","Border Terrier",9,"F",True,"No change",8.25,False,160,40.4,True,False,False,True,False,True,False,False,True,False,False,False,"False","False",NULL,NULL,False,False,False,False
728,"0","Pug",6,"M",False,"No change",7.6,True,NULL,NULL,False,False,False,True,True,True,False,False,False,False,False,False,NULL,NULL,NULL,NULL,False,False,False,False
729,"0","Jack Russell Terrier",9,"M",True,"No change",7.65,False,104,38.9,True,True,False,False,False,False,False,True,False,False,False,False,"False","False",NULL,NULL,False,False,False,False
730,"0","Tibetan Terrier",8,"F",True,"No change",12.2,False,NULL,NULL,True,False,False,False,False,False,False,False,False,False,False,False,"True","True",NULL,NULL,False,False,False,False
731,"0","Labrador Retriever",3,"F",True,"No change",37.5,False,NULL,NULL,False,False,False,True,True,True,False,False,False,False,False,False,NULL,NULL,NULL,NULL,False,False,True,False
732,"0","Labrador Retriever",10,"F",True,"Weight loss",27.3,False,104,38.6,False,False,False,False,False,False,True,False,True,False,False,False,NULL,NULL,"False",False,False,False,False,False
733,"0","Crossbreed",14,"F",True,"No change",18.2,True,NULL,NULL,False,False,True,True,False,False,False,False,True,False,True,True,NULL,NULL,"False",False,False,False,False,False
734,"0","Griffon Bruxellois",13,"M",True,"No change",5.6,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,False,False,"True","True",NULL,NULL,False,False,False,False
735,"0","Cairn Terrier",10,"M",False,"No change",13.5,False,90,NULL,False,False,True,True,True,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,False,False,False,False
736,"0","Tibetan Terrier",12,"F",True,"No change",14.2,False,NULL,38,False,False,False,False,False,False,False,False,False,False,False,False,"True","True",NULL,True,False,False,False,False
737,"0","Chihuahua",2,"M",True,"No change",3.7,True,60,39.1,False,False,False,False,False,False,False,True,False,False,False,False,NULL,NULL,NULL,NULL,False,False,False,False
738,"0","Crossbreed",6,"M",True,"No change",10.8,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,True,True,NULL,NULL,NULL,NULL,False,False,False,False
739,"0","Cavalier King Charles Spaniel",7,"M",True,"No change",NULL,False,NULL,NULL,False,False,False,True,True,False,True,False,False,False,True,True,NULL,NULL,NULL,NULL,False,False,False,False
740,"0","Siberian Husky",10,"M",False,"Weight loss",34.3,False,98,NULL,False,False,False,True,True,False,False,False,True,False,True,False,"True","False",NULL,NULL,False,False,False,False
