"PatientID","Diagnosis","Breed","Age","Sex","Neutered","WeightChange","Weight","Hospitalised","HeartRate","Temperature","Vomiting","Diarrhoea","Hepatomegaly","ThinDrySkin","Alopecia","Pruritus","MuscleWastageWeakness","Lethargy","Panting","Neurological","Polydipsia","Polyuria","IncreasedALKP","IncreasedATL/GGT/AST","LowUSG","Proteinuria","Hypertensive","LowBloodSugar","Hypothyroid","CruciateSurgery"
255,"1","Maltese",9,"F",True,"No change",NULL,True,NULL,NULL,False,False,False,False,False,False,False,False,False,False,False,False,"True","True",NULL,NULL,True,False,False,False
256,"1","Staffordshire Bull Terrier",12,"F",True,"No change",19.8,True,120,38.7,False,False,False,False,False,False,False,False,True,True,False,False,"True","True",NULL,NULL,False,False,False,False
257,"1","Boxer",10,"F",True,"No change",23.5,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,True,True,NULL,NULL,NULL,NULL,False,False,False,False
258,"1","Crossbreed",14,"F",False,"Weight loss",NULL,False,120,36.9,False,False,False,True,True,False,False,False,False,False,True,True,"True","True",NULL,NULL,False,False,False,False
259,"1","Bichon Frise",12,"M",True,"No change",10.05,False,NULL,NULL,False,False,True,True,True,False,False,True,False,False,False,False,NULL,NULL,NULL,NULL,False,False,False,False
260,"1","Jack Russell Terrier",11,"M",False,"No change",8.4,False,NULL,NULL,False,False,True,False,False,False,False,False,False,False,True,True,NULL,NULL,NULL,NULL,False,False,False,False
261,"1","Staffordshire Bull Terrier",8,"F",False,"No change",30,False,NULL,37.7,True,False,True,False,True,False,False,False,False,False,True,False,"True",NULL,NULL,NULL,False,False,False,False
262,"1","Yorkshire Terrier",15,"F",False,"No change",3.6,False,NULL,NULL,False,False,True,True,True,False,False,False,True,False,True,True,"True","True","False",True,False,False,False,False
263,"1","Border Terrier",9,"M",True,"No change",11,False,NULL,38.8,False,False,False,False,False,False,False,False,False,False,True,True,"True","True",NULL,NULL,False,False,False,False
264,"1","Crossbreed",14,"F",True,"No change",14.8,False,108,38,False,False,True,True,False,False,False,False,True,False,True,True,"True","True","False",True,False,False,False,False
265,"1","Jack Russell Terrier",6,"F",False,"No change",8.6,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,False,False,False,False
266,"1","Bichon Frise",6,"F",True,"No change",6.76,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,False,False,False,False
267,"1","Staffordshire Bull Terrier",10,"M",True,"No change",29.8,True,NULL,NULL,False,False,False,False,False,False,False,False,True,False,False,True,"True",NULL,NULL,NULL,False,False,False,False
268,"1","Crossbreed",12,"F",True,"No change",44,False,NULL,NULL,False,False,True,False,False,False,False,True,True,False,True,True,"True",NULL,"False",True,False,False,False,False
269,"1","Border Terrier",9,"F",True,"No change",9.6,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,True,False,"True","True","True",True,False,False,False,False
270,"1","Crossbreed",10,"M",False,"No change",11.4,False,NULL,NULL,False,False,True,False,False,True,False,False,True,True,True,True,NULL,NULL,"True",True,False,False,False,False
271,"1","Labrador Retriever",14,"F",True,"No change",32,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,False,False,"True","True",NULL,NULL,False,False,False,False
272,"1","Poodle",13,"F",True,"Weight gain",8.85,False,112,38.4,False,False,False,False,False,False,False,False,False,False,True,False,NULL,NULL,NULL,NULL,False,False,False,False
273,"1","Staffordshire Bull Terrier",10,"M",True,"No change",NULL,False,120,NULL,False,False,True,False,True,False,False,False,False,False,True,True,NULL,NULL,"True",NULL,False,False,False,False
274,"1","Staffordshire Bull Terrier",10,"M",False,"No change",NULL,True,120,38.6,True,False,True,False,False,False,False,True,False,False,True,True,"True","True",NULL,NULL,False,False,False,False
275,"1","Jack Russell Terrier",13,"F",True,"Weight loss",5.9,False,128,37.8,False,False,True,False,False,False,False,True,True,True,True,True,"True","True","False",True,False,False,False,False
276,"1","Springer Spaniel",9,"F",True,"No change",NULL,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,True,True,"True",NULL,NULL,NULL,False,False,False,False
277,"1","Crossbreed",13,"F",False,"No change",9.98,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,True,True,NULL,NULL,NULL,NULL,False,False,False,False
278,"1","Patterdale Terrier",11,"M",True,"No change",9.1,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,False,False,False,False
279,"1","Patterdale Terrier",12,"M",True,"No change",18,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,True,False,NULL,NULL,"False",False,False,False,False,False
280,"1","Crossbreed",9,"F",True,"No change",7.1,False,120,39,False,False,False,False,False,False,False,False,True,False,False,True,"True","False","False",True,False,False,False,False
281,"1","Schnauzer",11,"F",False,"No change",NULL,True,NULL,NULL,False,False,False,False,False,False,False,False,False,False,False,False,"True","True",NULL,NULL,False,False,False,True
282,"1","Shih Tzu",11,"M",False,"No change",7.7,False,NULL,NULL,False,False,False,True,True,False,False,False,False,False,False,False,"True","True",NULL,NULL,False,False,False,False
283,"1","Bichon Frise",7,"F",False,"Weight loss",NULL,False,NULL,NULL,True,False,True,False,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,False,False,False,False
284,"1","Chihuahua",11,"M",False,"No change",1.71,False,84,38.4,False,False,True,True,True,False,False,False,False,False,True,False,NULL,NULL,NULL,NULL,False,False,False,False
285,"1","Akita Inu",9,"F",False,"No change",50.6,False,80,NULL,False,False,True,True,True,False,False,False,True,False,False,False,"True","True",NULL,NULL,False,False,False,False
286,"1","Labrador Retriever",5,"M",True,"No change",34.2,False,88,37.9,True,True,True,False,False,False,True,False,False,False,False,False,"True","True","True",False,False,False,False,False
287,"1","Scottish Terrier",12,"F",True,"No change",8.55,False,120,38.5,True,True,False,False,False,False,False,False,False,False,True,False,"True",NULL,NULL,NULL,False,False,False,False
288,"1","Yorkshire Terrier",11,"M",False,"No change",NULL,False,140,38.2,False,False,True,True,True,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,False,False,False,False
289,"1","Shih Tzu",12,"M",True,"No change",9.2,False,98,38.7,False,False,False,False,False,False,False,False,False,False,False,False,"True","True","True",True,False,False,False,False
290,"1","Yorkshire Terrier",7,"F",True,"No change",3.8,False,NULL,NULL,False,False,False,True,False,False,False,False,False,False,False,False,"True","False",NULL,NULL,False,False,False,False
291,"1","Lhasa Apso",10,"M",True,"No change",14.95,True,124,38.5,False,False,True,False,False,False,False,True,True,False,True,True,NULL,NULL,NULL,NULL,False,False,False,False
292,"1","Collie",4,"F",True,"No change",NULL,False,NULL,38.8,False,True,False,False,False,False,False,True,False,False,True,False,NULL,NULL,NULL,NULL,False,False,False,False
293,"1","Yorkshire Terrier",12,"F",False,"No change",7,False,NULL,NULL,False,False,True,False,True,False,False,False,False,False,True,True,"True",NULL,NULL,NULL,False,False,False,False
294,"1","Boxer",10,"M",False,"No change",37.6,False,NULL,NULL,False,False,True,False,False,False,False,False,False,False,True,True,"True","True","True",False,False,False,False,False
295,"1","Pomeranian",10,"M",True,"No change",NULL,True,120,NULL,False,False,False,True,True,False,True,False,False,False,False,False,"True",NULL,NULL,NULL,False,False,False,False
296,"1","Bichon Frise",12,"M",True,"No change",6.4,False,NULL,NULL,False,False,True,False,False,False,False,False,False,False,False,False,"True","True","True",False,False,False,False,False
297,"1","Cavalier King Charles Spaniel",8,"M",True,"No change",NULL,False,88,NULL,False,True,True,True,True,False,False,False,False,False,True,False,NULL,NULL,NULL,NULL,False,False,False,False
298,"1","Bichon Frise",10,"M",True,"Weight gain",12,False,NULL,NULL,False,False,False,False,True,True,False,False,False,False,False,False,"True","True","False",True,False,False,False,False
299,"1","Irish Setter",12,"F",True,"No change",33.9,True,132,38.9,False,False,False,False,False,False,True,False,True,False,True,True,"True",NULL,"True",True,False,False,False,False
300,"1","Staffordshire Bull Terrier",13,"F",False,"No change",20.4,False,NULL,NULL,False,False,True,True,True,False,False,True,True,False,True,True,"True","False",NULL,NULL,False,False,False,False
301,"1","Bichon Frise",10,"F",True,"No change",8.6,True,NULL,39,False,False,False,False,False,False,False,False,True,False,False,False,"True","True",NULL,NULL,False,False,False,False
302,"1","German Shepherd",9,"F",True,"No change",47.7,False,NULL,NULL,False,False,False,True,True,False,False,False,False,False,True,True,NULL,"True",NULL,NULL,False,False,False,False
303,"1","Pomeranian",11,"M",True,"No change",5.8,False,100,38.6,False,False,False,False,False,False,False,False,False,True,False,False,"True","True",NULL,NULL,False,False,False,False
304,"1","Crossbreed",9,"M",True,"Weight loss",NULL,False,100,38.1,False,False,False,False,False,False,False,False,False,False,True,False,NULL,NULL,NULL,NULL,False,False,False,False
305,"1","Dachshund",11,"M",False,"No change",9.2,False,NULL,NULL,False,False,True,False,False,False,False,False,False,False,True,True,"True","True","True",True,False,False,False,False
306,"1","Staffordshire Bull Terrier",9,"M",True,"Weight loss",NULL,False,80,NULL,False,False,False,True,False,False,True,False,True,False,True,True,NULL,NULL,NULL,NULL,False,False,False,False
307,"1","Springer Spaniel",12,"F",True,"No change",20.9,False,NULL,NULL,True,False,False,False,False,False,True,True,False,False,True,True,NULL,NULL,"True",False,False,False,False,False
308,"1","Jack Russell Terrier",12,"F",False,"No change",6.5,False,112,38.4,False,False,True,False,True,False,False,True,False,False,True,True,"True","True","False",True,False,False,False,False
309,"1","Staffordshire Bull Terrier",12,"M",True,"No change",32.6,False,100,38.6,False,False,False,False,False,False,True,False,True,False,True,True,"True","True","True",False,False,False,False,False
310,"1","Crossbreed",8,"M",False,"No change",12,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,True,True,NULL,NULL,"True",True,False,False,False,False
311,"1","Crossbreed",8,"M",True,"No change",31.8,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,True,True,NULL,NULL,"True",True,False,False,False,False
312,"1","Border Terrier",11,"F",True,"No change",12.4,True,NULL,NULL,False,False,False,False,False,False,False,False,False,False,True,False,NULL,NULL,"True",True,False,False,False,False
313,"1","Labrador Retriever",9,"F",True,"No change",32.5,False,88,39,False,False,False,False,False,False,False,False,False,False,True,False,NULL,NULL,"True",True,False,False,False,False
314,"1","Crossbreed",11,"M",True,"No change",17.4,False,NULL,NULL,False,False,True,True,True,False,True,False,False,False,True,True,"True","True",NULL,NULL,False,False,False,False
315,"1","Collie",9,"F",True,"No change",30.2,True,NULL,NULL,False,False,True,True,True,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,False,False,False,False
316,"1","Cairn Terrier",8,"M",True,"No change",15.75,False,NULL,NULL,True,False,False,False,False,False,False,False,False,False,True,True,"True","True",NULL,NULL,False,False,False,False
317,"1","Shih Tzu",10,"F",True,"No change",9.5,False,NULL,NULL,False,False,True,False,True,False,False,False,False,False,True,False,"True","False","True",True,False,False,False,False
318,"1","Crossbreed",12,"M",False,"Weight gain",30,False,NULL,NULL,False,False,False,False,False,False,True,False,False,False,True,True,"True","True","True",NULL,False,False,False,False
319,"1","West Highland White Terrier",9,"F",True,"No change",9.5,False,NULL,NULL,False,False,False,False,False,False,False,True,False,False,True,True,"True",NULL,"True",True,False,False,False,False
320,"1","French Bulldog",6,"M",False,"No change",16.4,False,NULL,NULL,False,False,False,False,True,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,False,False,False,False
321,"1","Crossbreed",10,"M",True,"No change",19.7,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,False,False,False,False
322,"1","Border Terrier",5,"F",True,"Weight gain",13.8,False,NULL,NULL,False,False,True,False,True,False,False,False,False,False,True,True,NULL,NULL,NULL,NULL,False,False,True,False
323,"1","Crossbreed",15,"F",True,"No change",14.45,False,NULL,NULL,False,False,True,False,False,False,False,False,False,False,True,True,"True","False","True",True,False,False,False,False
324,"1","Plummer Terrier",8,"F",False,"No change",8,False,NULL,NULL,False,False,True,True,False,False,False,True,False,False,True,True,NULL,NULL,NULL,NULL,False,False,False,False
325,"1","Bichon Frise",11,"M",True,"Weight loss",NULL,False,NULL,NULL,False,False,True,False,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,False,False,False,False
326,"1","Shih Tzu",13,"M",True,"No change",10.25,False,120,NULL,False,False,False,False,False,False,False,False,True,False,True,True,"True","True",NULL,NULL,False,False,False,False
327,"1","Border Terrier",11,"F",True,"No change",8.1,False,116,39.6,False,False,True,False,False,False,False,False,True,False,False,False,"True",NULL,NULL,NULL,False,False,False,False
328,"1","Jack Russell Terrier",12,"F",True,"No change",8.5,False,120,38.8,False,False,True,False,False,False,False,False,True,False,True,True,"True","True","False",True,False,False,False,False
329,"1","Crossbreed",12,"F",True,"No change",32.35,False,NULL,NULL,False,False,True,True,False,True,False,True,False,False,False,False,NULL,NULL,NULL,NULL,False,False,False,False
330,"1","Maltese Terrier",10,"M",True,"No change",11.1,False,120,NULL,False,False,True,False,False,False,False,True,False,False,True,False,NULL,NULL,NULL,NULL,False,False,False,False
331,"1","Springer Spaniel",11,"M",True,"No change",17,True,NULL,NULL,False,False,False,False,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,False,False,False,False
332,"1","Tibetan Terrier",14,"M",True,"No change",15.4,False,100,NULL,False,False,False,False,False,False,False,False,True,False,False,False,"True",NULL,NULL,NULL,False,False,False,False
333,"1","Lhasa Apso",10,"M",True,"No change",11.7,False,NULL,NULL,False,False,True,False,True,False,False,False,False,False,False,False,"True",NULL,NULL,NULL,False,False,False,False
334,"1","Border Terrier",13,"F",True,"No change",9.5,False,160,NULL,False,False,True,False,False,False,True,True,True,False,True,False,"True","True","False",True,False,False,False,False
335,"1","Crossbreed",10,"M",True,"No change",22.4,True,72,NULL,False,False,False,True,True,False,False,True,False,False,True,True,"True","True",NULL,NULL,True,False,False,False
336,"1","Border Terrier",11,"M",True,"No change",9.1,False,142,38.6,True,True,True,False,False,False,False,True,True,False,False,False,"True","True",NULL,NULL,False,False,False,False
337,"1","West Highland White Terrier",10,"F",False,"No change",8.4,False,188,NULL,False,False,False,False,False,False,True,False,False,False,True,True,NULL,NULL,NULL,NULL,False,False,False,False
338,"1","Jack Russell Terrier",13,"M",True,"No change",10,False,NULL,38.3,False,True,True,True,False,False,False,False,True,False,True,True,NULL,NULL,NULL,NULL,False,False,False,False
339,"1","Crossbreed",15,"F",True,"No change",11.7,False,NULL,38.1,False,False,True,True,True,False,True,False,False,False,True,True,NULL,NULL,NULL,NULL,False,False,False,False
340,"1","Jack Russell Terrier",9,"F",False,"No change",10,False,170,NULL,False,False,False,False,False,False,False,False,True,False,True,False,"True","True","True",True,False,False,False,False
341,"1","Jack Russell Terrier",10,"F",True,"No change",19,False,NULL,38.7,False,False,True,False,False,False,False,False,False,False,False,False,"True","True",NULL,NULL,False,False,False,False
342,"1","Staffordshire Bull Terrier",11,"F",True,"No change",NULL,False,NULL,NULL,False,False,False,True,True,False,False,False,False,False,False,False,"True","True",NULL,NULL,False,False,False,False
343,"1","Crossbreed",11,"F",True,"No change",10.7,True,140,NULL,False,False,True,True,True,False,False,False,False,False,True,True,NULL,NULL,NULL,NULL,False,False,False,False
344,"1","Yorkshire Terrier",14,"M",False,"No change",7.3,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,False,False,False,False
345,"1","Schnauzer",9,"F",True,"No change",10.8,True,NULL,NULL,False,False,False,False,False,False,False,False,False,False,False,False,"True","True","False",True,False,False,False,True
346,"1","Cavalier King Charles Spaniel",8,"M",True,"No change",20.45,False,NULL,NULL,False,False,False,True,True,False,False,False,False,False,True,True,NULL,NULL,NULL,NULL,False,False,False,False
347,"1","Labrador Retriever",11,"F",True,"No change",29.8,False,124,38.5,False,False,False,False,False,False,False,False,True,False,True,False,"True","True","False",True,False,False,False,False
348,"1","Patterdale Terrier",7,"M",False,"Weight gain",9.45,False,NULL,NULL,False,False,False,False,True,False,False,False,False,False,True,False,"True","True","False",NULL,False,False,False,False
349,"1","Chihuahua",11,"M",True,"Weight gain",NULL,False,110,NULL,False,False,True,False,False,False,False,False,True,False,True,True,NULL,NULL,NULL,NULL,False,False,False,False
350,"1","Lakeland Terrier",8,"F",True,"No change",12.65,False,140,37.9,False,False,True,False,True,False,False,True,False,False,True,True,NULL,NULL,"False",False,False,False,False,False
351,"1","Border Terrier",10,"M",True,"No change",7.6,True,80,37.6,False,False,True,False,False,False,False,False,True,False,False,False,"True","True",NULL,NULL,False,True,False,False
352,"1","Lhasa Apso",9,"M",True,"No change",10.25,False,NULL,37.2,False,True,True,False,False,False,False,True,False,False,True,True,NULL,NULL,"False",True,False,False,False,False
353,"1","Crossbreed",9,"M",True,"No change",9.1,False,NULL,37.5,False,False,True,False,True,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,False,False,False,False
354,"1","Springer Spaniel",8,"M",True,"No change",20.5,False,60,NULL,False,False,False,False,False,False,False,True,False,False,True,True,"False","True","True",False,False,False,False,False
355,"1","West Highland White Terrier",10,"M",False,"No change",12.3,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,False,False,"True","False",NULL,NULL,False,False,False,False
356,"1","Jack Russell Terrier",13,"F",True,"No change",NULL,True,NULL,NULL,False,False,True,True,True,False,False,True,False,False,True,True,NULL,NULL,NULL,NULL,False,False,False,False
357,"1","Shih Tzu",4,"M",True,"No change",11.8,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,False,False,False,False
358,"1","Bichon Frise",11,"M",True,"No change",NULL,False,120,38.7,False,False,True,False,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,False,False,False,False
359,"1","Jack Russell Terrier",10,"F",False,"Weight gain",10.1,False,NULL,NULL,False,False,True,False,False,False,False,False,False,False,True,True,"False","True","True",False,False,False,False,False
360,"1","Crossbreed",9,"F",True,"No change",6.69,True,NULL,NULL,False,False,True,True,True,False,True,False,False,False,False,False,NULL,NULL,"False",True,False,False,False,False
361,"1","Cavalier King Charles Spaniel",9,"F",True,"Weight loss",13.4,False,NULL,NULL,False,False,False,True,True,False,False,False,False,False,True,True,NULL,NULL,NULL,NULL,False,False,False,False
362,"1","Schnauzer",9,"M",False,"No change",14.6,False,NULL,NULL,False,False,True,True,False,False,False,True,True,False,True,True,"True","True",NULL,NULL,False,False,False,False
363,"1","Jack Russell Terrier",11,"M",True,"Weight loss",15.2,False,100,38.5,True,False,True,True,True,False,True,False,False,False,True,True,"True","False",NULL,NULL,False,False,False,True
364,"1","Cyprus Terrier",6,"M",True,"Weight loss",11.2,False,NULL,NULL,False,False,False,False,True,False,False,False,False,False,False,True,"True",NULL,NULL,NULL,False,False,False,False
365,"1","Staffordshire Bull Terrier",15,"F",True,"Weight loss",NULL,True,132,38.8,False,False,False,False,False,False,True,False,True,False,True,True,NULL,NULL,"True",True,False,False,False,True
366,"1","Crossbreed",11,"M",True,"No change",20.6,True,NULL,39.6,False,False,False,False,False,False,False,True,False,False,True,False,"True","True",NULL,NULL,False,False,False,False
367,"1","Schnauzer",9,"M",True,"No change",9.9,False,NULL,NULL,False,False,False,False,False,False,False,True,False,False,False,False,"True","True",NULL,NULL,False,False,False,False
368,"1","Bichon Frise",12,"M",True,"Weight loss",6.26,False,108,38,False,False,False,True,True,False,False,True,True,False,True,True,"True",NULL,"False",False,False,False,False,False
369,"1","Crossbreed",12,"M",True,"No change",18.5,False,NULL,NULL,False,False,True,True,False,False,False,False,False,False,True,True,"True","True",NULL,NULL,False,False,False,False
370,"1","Yorkshire Terrier",14,"M",True,"No change",NULL,False,120,38,False,False,True,True,False,False,False,False,False,False,True,True,NULL,NULL,"True",False,False,False,False,False
371,"1","Chihuahua",11,"M",True,"No change",4.13,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,False,False,"True",NULL,"False",True,False,False,False,False
372,"1","Shih Tzu",14,"F",True,"No change",7.65,True,NULL,NULL,False,False,False,False,False,False,False,True,False,False,False,False,"True",NULL,"False",True,False,False,False,False
373,"1","Schnauzer",9,"M",True,"Weight gain",12.3,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,False,False,"True","True","False",True,False,False,False,False
374,"1","Yorkshire Terrier",7,"M",False,"No change",3.6,False,NULL,NULL,False,False,False,False,True,False,False,False,False,False,True,True,NULL,NULL,NULL,NULL,False,False,False,False
375,"1","Staffordshire Bull Terrier",10,"M",False,"No change",23.75,False,120,38.5,False,False,True,False,False,False,False,False,True,False,False,False,"True","True",NULL,NULL,False,False,False,False
376,"1","Labrador Retriever",12,"F",True,"No change",34.4,True,80,38.5,False,True,True,False,False,False,True,False,True,False,False,False,"True","True",NULL,NULL,False,False,False,False
377,"1","Crossbreed",12,"F",False,"No change",27.4,False,NULL,NULL,False,False,False,False,False,False,True,False,False,False,True,False,"True","True","True",False,False,False,False,False
378,"1","West Highland White Terrier",4,"F",False,"No change",8.85,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,False,True,NULL,"True","True",NULL,False,False,False,False
379,"1","Jack Russell Terrier",9,"F",True,"No change",7.06,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,True,True,"True","True",NULL,NULL,False,False,False,False
380,"1","Crossbreed",15,"F",True,"No change",8.4,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,True,False,False,False
381,"1","Shih Tzu",9,"M",True,"No change",12,False,160,37.8,True,True,False,False,True,False,False,True,True,False,True,True,"True","True",NULL,NULL,False,False,False,False
382,"1","Bichon Frise",12,"F",False,"No change",8.4,False,168,39.1,False,False,True,False,True,False,True,False,True,False,True,True,NULL,NULL,"True",True,False,False,False,False
383,"1","Cavalier King Charles Spaniel",9,"M",False,"No change",11.7,False,100,37.7,False,False,False,False,False,False,False,False,False,False,True,True,"False","False",NULL,NULL,False,False,False,False
384,"1","Jack Russell Terrier",10,"M",True,"No change",7.25,False,NULL,NULL,False,False,True,False,False,False,False,False,False,False,True,True,NULL,NULL,"True",False,False,False,False,False
385,"1","Shih Tzu",8,"F",True,"Weight loss",4,False,NULL,NULL,False,False,True,False,False,False,False,False,False,False,True,True,"True","True",NULL,NULL,False,False,False,False
386,"1","Crossbreed",8,"F",True,"No change",8.3,False,NULL,NULL,False,False,True,True,True,False,False,False,True,False,False,True,NULL,NULL,NULL,NULL,False,False,False,False
387,"1","Crossbreed",14,"F",True,"Weight gain",12.4,False,NULL,NULL,False,False,True,False,False,False,False,False,False,False,True,False,"True","True","False",False,False,False,False,True
388,"1","Border Terrier",12,"F",True,"No change",9.5,False,NULL,NULL,False,False,True,False,False,False,False,True,False,False,True,False,"True",NULL,"True",True,False,False,False,False
389,"1","Staffordshire Bull Terrier",8,"F",False,"Weight gain",19.1,False,108,NULL,False,False,False,False,True,False,True,True,False,False,False,False,NULL,"True",NULL,NULL,False,False,False,False
390,"1","Schnauzer",6,"M",True,"Weight loss",7.6,False,NULL,NULL,True,False,False,False,False,False,False,False,False,False,True,True,NULL,NULL,NULL,NULL,False,False,False,False
391,"1","Jack Russell Terrier",9,"M",True,"Weight gain",10.5,False,NULL,NULL,False,False,True,False,False,False,False,False,False,False,True,True,"True","True",NULL,NULL,False,False,False,False
392,"1","Schnauzer",10,"F",True,"Weight gain",10.5,False,NULL,NULL,False,False,True,False,False,False,False,False,True,False,True,True,NULL,NULL,NULL,NULL,False,False,False,False
393,"1","Bichon Frise",10,"M",True,"Weight gain",13.3,False,NULL,NULL,False,False,False,False,True,False,False,False,False,False,True,False,NULL,NULL,"True",False,False,False,False,False
394,"1","Staffordshire Bull Terrier",13,"M",True,"No change",31.6,False,NULL,38.2,False,False,False,False,False,False,False,False,True,False,True,False,"True","True",NULL,NULL,False,False,False,False
395,"1","Cocker Spaniel",13,"M",True,"No change",19.2,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,True,False,"True","True","True",False,False,False,False,False
396,"1","Crossbreed",12,"F",True,"No change",24.6,False,NULL,NULL,False,False,True,False,False,False,False,False,False,False,True,True,NULL,NULL,NULL,NULL,False,False,False,False
397,"1","Bichon Frise",8,"F",True,"No change",5.9,True,NULL,NULL,False,False,False,True,False,False,False,False,False,False,True,True,NULL,NULL,"False",False,False,False,False,False
398,"1","Whippet",8,"F",True,"No change",10.36,False,80,NULL,False,False,False,False,False,False,False,False,False,False,True,True,NULL,NULL,"True",True,False,False,False,False
399,"1","Yorkshire Terrier",13,"M",True,"No change",NULL,False,124,NULL,False,False,True,True,False,False,True,False,True,False,False,False,NULL,NULL,"False",True,False,False,False,False
400,"1","Poodle",8,"F",False,"Weight loss",3.05,False,NULL,NULL,False,False,True,True,True,False,False,False,False,False,True,True,NULL,NULL,NULL,NULL,False,False,False,False
401,"1","Collie",16,"F",True,"No change",30.6,False,NULL,NULL,False,True,True,False,False,False,False,False,False,False,False,False,"True","True","True",True,False,False,False,False
402,"1","Crossbreed",13,"F",True,"No change",24.4,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,False,True,NULL,NULL,NULL,NULL,True,True,False,False
403,"1","Boxer",8,"M",True,"No change",31.4,False,80,38.6,False,False,True,True,True,False,False,False,False,False,True,True,NULL,NULL,NULL,NULL,False,False,False,False
404,"1","Cairn Terrier",14,"M",False,"No change",10.7,False,NULL,NULL,False,False,True,False,False,False,False,True,True,False,True,False,"True","True","True",True,False,False,False,False
405,"1","Crossbreed",15,"F",True,"No change",10.68,False,NULL,NULL,False,False,True,False,False,False,False,False,False,False,True,True,NULL,NULL,NULL,NULL,False,False,False,False
406,"1","Tibetan Terrier",9,"F",True,"Weight gain",NULL,False,120,38,False,False,True,True,False,False,False,False,True,False,False,False,NULL,NULL,NULL,NULL,False,False,False,False
407,"1","Chihuahua",6,"M",False,"No change",2.5,False,NULL,NULL,False,False,False,True,False,True,False,False,False,False,False,False,NULL,NULL,NULL,NULL,False,False,False,False
408,"1","Crossbreed",8,"F",False,"No change",30.6,False,NULL,NULL,False,False,False,False,False,False,False,False,True,False,True,False,"True",NULL,NULL,NULL,False,False,False,False
409,"1","Jack Russell Terrier",9,"F",False,"No change",8.64,False,NULL,NULL,False,False,True,True,False,False,False,False,True,False,True,True,NULL,NULL,NULL,NULL,False,False,False,False
410,"1","Scottish Terrier",11,"F",True,"No change",8.8,False,70,39,True,False,True,False,False,False,False,True,False,False,True,True,"True","True","True",False,False,False,False,False
411,"1","Aberdeen Terrier",10,"M",False,"No change",18.9,False,180,38.9,False,False,True,False,False,False,True,False,True,True,True,True,"True","True","False",True,False,False,False,False
412,"1","Crossbreed",4,"F",False,"Weight gain",15.2,False,90,NULL,False,False,True,False,True,False,False,True,True,False,True,False,"True","True","False",True,False,False,False,False
413,"1","Labrador Retriever",10,"M",True,"No change",NULL,True,NULL,NULL,False,False,False,False,False,False,False,False,False,True,False,False,NULL,NULL,NULL,NULL,False,False,False,False
414,"1","Crossbreed",13,"F",True,"No change",NULL,False,NULL,NULL,False,False,False,False,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,False,False,False,False
415,"1","Siberian Husky",1,"F",False,"No change",21.1,True,NULL,NULL,False,False,False,True,False,False,False,False,False,False,False,False,NULL,NULL,NULL,NULL,False,False,False,False
416,"1","German Shepherd",13,"F",False,"No change",43,False,NULL,NULL,False,True,True,True,False,False,False,False,False,False,False,True,NULL,NULL,"True",NULL,False,False,True,False
417,"1","Border Terrier",9,"M",True,"No change",14.5,True,NULL,NULL,False,False,False,False,False,False,False,False,False,False,True,True,NULL,NULL,"True",True,False,False,False,False
418,"1","Crossbreed",13,"M",True,"No change",11.85,False,100,NULL,False,False,True,False,False,False,True,True,True,False,True,True,"True","True",NULL,NULL,False,False,False,False
419,"1","Schnauzer",10,"M",True,"No change",9.8,False,100,NULL,False,False,True,True,False,False,False,False,False,False,False,False,"True","True","True",False,False,False,False,False
